""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0DZ01460	56.1807567635198	2.65927536220836	0.381232255469814	6.97547315069441	3.04843097738281e-12	4.1427280385286e-11	S_eubayanus	SPGP0DZ01460	XP_018219485.1	A0A0L8RC49	A0A0L8RC49_SACEU	DI49_5105				DI49_5105	RRP36-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	322		cleavage involved in rRNA processing [GO:0000469]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]		90S preribosome [GO:0030686]; nucleolus [GO:0005730]											SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000256|SAAS:SAAS00371333}.					
SPGP0DZ01470	210.647939545435	1.99700975399418	0.176788051427909	11.2960674540187	1.3722650917338e-29	7.41584895480236e-28	S_eubayanus	SPGP0DZ01470	XP_018219486.1	A0A0L8RBK5	A0A0L8RBK5_SACEU	DI49_5106				DI49_5106	MPD1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	321		cell redox homeostasis [GO:0045454]; protein folding [GO:0006457]	protein disulfide isomerase activity [GO:0003756]; protein disulfide oxidoreductase activity [GO:0015035]; protein-disulfide reductase (glutathione) activity [GO:0019153]	cell [GO:0005623]																
SPGP0DZ01540	34.9623864426077	-1.22927970558151	0.272013452213473	-4.51918717834876	6.20774951605263e-06	3.31007244074502e-05	S_eubayanus	SPGP0DZ01540	XP_018219493.1	A0A0L8RBG4	A0A0L8RBG4_SACEU	DI49_5114				DI49_5114	UAF30-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	238		chromatin organization [GO:0006325]; nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]	RNA polymerase I cis-regulatory region sequence-specific DNA binding [GO:0001165]; RNA polymerase I general transcription initiation factor activity [GO:0001181]	RNA polymerase I upstream activating factor complex [GO:0000500]																
SPGP0DZ01560	15.6160482401326	1.11805335176649	0.431656995157986	2.59014301704362	0.00959360660017417	0.0249099518382157	S_eubayanus	SPGP0DZ01560	XP_018219495.1	A0A0L8RC59	A0A0L8RC59_SACEU	DI49_5116				DI49_5116	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit	unreviewed	Saccharomyces eubayanus (Yeast)	192		apoptotic process [GO:0006915]; cellular response to oxidative stress [GO:0034599]; protein insertion into mitochondrial inner membrane [GO:0045039]; response to arsenic-containing substance [GO:0046685]; response to osmotic stress [GO:0006970]	protein transmembrane transporter activity [GO:0008320]	integral component of membrane [GO:0016021]; TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]											SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364031}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU364031}.		"TRANSMEM 89..110;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU364031""; TRANSMEM 116..133;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU364031""; TRANSMEM 145..162;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU364031"""			
SPGP0DZ01630	11886.8865645956	1.32082577636513	0.126003146626525	10.4824824754581	1.03977953124154e-25	4.25159409212527e-24	S_eubayanus	SPGP0DZ01630	XP_018219501.1	A0A0L8RBH5	A0A0L8RBH5_SACEU	DI49_5123				DI49_5123	ISW2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1121		ATP-dependent chromatin remodeling [GO:0043044]; chromatin silencing at rDNA [GO:0000183]; chromatin silencing at telomere [GO:0006348]; negative regulation of antisense RNA transcription [GO:0060195]; negative regulation of transcription from RNA polymerase II promoter by pheromones [GO:0046020]; nucleosome positioning [GO:0016584]; termination of RNA polymerase II transcription [GO:0006369]	ATP binding [GO:0005524]; centromeric DNA binding [GO:0019237]; DNA translocase activity [GO:0015616]; nucleosome binding [GO:0031491]; single-stranded DNA binding [GO:0003697]	CHRAC [GO:0008623]; chromosome, telomeric region [GO:0000781]; nuclear microtubule [GO:0005880]																
SPGP0DZ01720	5438.29287927956	-1.01550767085513	0.232291988539483	-4.37168615775365	1.2329066430664e-05	6.1992331308744e-05	S_eubayanus	SPGP0DZ01720	XP_018219510.1	A0A0L8RBP6	A0A0L8RBP6_SACEU	DI49_5132				DI49_5132	SPS4-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	342		ascospore formation [GO:0030437]																		
SPGP0DZ01750	859.727533480924	-1.28947730735239	0.188727411790809	-6.83248551504373	8.34558352471426e-12	1.05213557096705e-10	S_eubayanus	SPGP0DZ01750	XP_018219513.1	A0A0L8RBG6	A0A0L8RBG6_SACEU	DI49_5135				DI49_5135	FAA1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	699		long-chain fatty acid import into cell [GO:0044539]; long-chain fatty-acyl-CoA metabolic process [GO:0035336]; sphingoid long-chain base transport [GO:1905329]	long-chain fatty acid-CoA ligase activity [GO:0004467]; medium-chain fatty acid-CoA ligase activity [GO:0031956]	lipid droplet [GO:0005811]; plasma membrane [GO:0005886]																
SPGP0DZ01900	390.875741125403	-1.31498961884146	0.115325797097436	-11.4023891612946	4.06799543954657e-30	2.27832399132423e-28	S_eubayanus	SPGP0DZ01900	XP_018219526.1	A0A0L8RBK3	A0A0L8RBK3_SACEU	DI49_5148				DI49_5148	KRE5-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1363		fungal-type cell wall beta-glucan biosynthetic process [GO:0070880]; protein glycosylation [GO:0006486]	UDP-glucose:glycoprotein glucosyltransferase activity [GO:0003980]																	
SPGP0DZ01950	1328.20363861076	-1.64170198307466	0.140273919144335	-11.7035439879984	1.22239477438151e-31	7.58130879869765e-30	S_eubayanus	SPGP0DZ01950	XP_018219531.1	A0A0L8RBK7	A0A0L8RBK7_SACEU	DI49_5153				DI49_5153	DNA-directed RNA polymerase subunit (EC 2.7.7.6)	unreviewed	Saccharomyces eubayanus (Yeast)	1664	2.7.7.6	nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]	DNA binding [GO:0003677]; promoter-specific chromatin binding [GO:1990841]; RNA polymerase I activity [GO:0001054]; zinc ion binding [GO:0008270]	RNA polymerase I complex [GO:0005736]	FUNCTION: DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. {ECO:0000256|RuleBase:RU004279}.	CATALYTIC ACTIVITY: Reaction=a ribonucleoside 5'-triphosphate + RNA(n) = diphosphate + RNA(n+1); Xref=Rhea:RHEA:21248, Rhea:RHEA-COMP:11128, Rhea:RHEA-COMP:11129, ChEBI:CHEBI:33019, ChEBI:CHEBI:61557, ChEBI:CHEBI:83400; EC=2.7.7.6; Evidence={ECO:0000256|RuleBase:RU004279};														
SPGP0DZ01990	2467.11770292724	1.12936824369944	0.149402333744085	7.55924097968887	4.05428173422783e-14	6.84929022047521e-13	S_eubayanus	SPGP0DZ01990	XP_018219535.1	A0A0L8RBR6	A0A0L8RBR6_SACEU	DI49_5159				DI49_5159	DNA repair protein REV1 (EC 2.7.7.-)	unreviewed	Saccharomyces eubayanus (Yeast)	983	2.7.7.-	error-free translesion synthesis [GO:0070987]; error-prone translesion synthesis [GO:0042276]	damaged DNA binding [GO:0003684]; deoxycytidyl transferase activity [GO:0017125]; DNA-directed DNA polymerase activity [GO:0003887]	mitochondrion [GO:0005739]; nuclear chromatin [GO:0000790]; replication fork [GO:0005657]	FUNCTION: Deoxycytidyl transferase involved in DNA repair. Transfers a dCMP residue from dCTP to the 3'-end of a DNA primer in a template-dependent reaction. May assist in the first step in the bypass of abasic lesions by the insertion of a nucleotide opposite the lesion. Required for normal induction of mutations by physical and chemical agents. {ECO:0000256|PIRNR:PIRNR036573}.										SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PIRNR:PIRNR036573}.					
SPGP0DZ02150	313.789379292901	-1.33931044367964	0.302818627227223	-4.42281393302359	9.74236395186331e-06	5.01555349744673e-05	S_eubayanus	SPGP0DZ02150	XP_018219552.1	A0A0L8RBL9	A0A0L8RBL9_SACEU	DI49_5176				DI49_5176	Proteasome endopeptidase complex (EC 3.4.25.1)	unreviewed	Saccharomyces eubayanus (Yeast)	290	3.4.25.1	proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	mRNA binding [GO:0003729]; threonine-type endopeptidase activity [GO:0004298]	nucleus [GO:0005634]; proteasome core complex, alpha-subunit complex [GO:0019773]; proteasome storage granule [GO:0034515]		CATALYTIC ACTIVITY: Reaction=Cleavage of peptide bonds with very broad specificity.; EC=3.4.25.1; Evidence={ECO:0000256|PROSITE-ProRule:PRU00808};									SUBCELLULAR LOCATION: Nucleus {ECO:0000256|SAAS:SAAS00594407}.					
SPGP0DZ02240	2686.48237577709	-1.10712445978268	0.0755665655107444	-14.6509829089064	1.32780860770329e-48	2.15268058662915e-46	S_eubayanus	SPGP0DZ02240	XP_018219561.1	A0A0L8RBN3	A0A0L8RBN3_SACEU	DI49_5185				DI49_5185	NDD1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	545		positive regulation of transcription involved in G2/M transition of mitotic cell cycle [GO:0090282]	transcription coactivator activity [GO:0003713]	nucleus [GO:0005634]																
SPGP0DZ02250	65.1871728947317	-1.44999117751211	0.226350417371874	-6.40595760479601	1.49428485556271e-10	1.62838282432252e-09	S_eubayanus	SPGP0DZ02250	XP_018219562.1	A0A0L8RBM6	A0A0L8RBM6_SACEU	DI49_5186				DI49_5186	NUD1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	821		astral microtubule organization [GO:0030953]; establishment of spindle localization [GO:0051293]; initial mitotic spindle pole body separation [GO:0000073]; meiotic chromosome segregation [GO:0045132]; positive regulation of exit from mitosis [GO:0031536]	signaling adaptor activity [GO:0035591]	cell [GO:0005623]; outer plaque of mitotic spindle pole body [GO:0061499]																
SPGP0DZ02290	1035.79914765613	1.66396548792549	0.174421456030087	9.53991283984273	1.42952408712499e-21	4.30300719515374e-20	S_eubayanus	SPGP0DZ02290	XP_018219566.1	A0A0L8RBN8	A0A0L8RBN8_SACEU	DI49_5190				DI49_5190	MFS domain-containing protein	unreviewed	Saccharomyces eubayanus (Yeast)	515			ammonium transmembrane transporter activity [GO:0008519]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]													"TRANSMEM 83..101;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 113..133;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 145..162;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 174..192;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 204..224;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 245..262;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 274..292;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 304..330;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 350..368;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 375..394;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 400..425;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 437..458;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 478..497;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0EA00120	20.2239773292536	-1.06724192257613	0.394663300759695	-2.70418333937251	0.0068472497941737	0.0185940156767438	S_cerevisiae	SPGP0EA00120	P53343	P53343	PAU12_YEAST	PAU12 YGR294W	PAU12		YGR294W		Seripauperin-12	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120		fungal-type cell wall organization [GO:0031505]	structural constituent of cell wall [GO:0005199]	fungal-type cell wall [GO:0009277]; integral component of membrane [GO:0016021]											SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.		"TRANSMEM 7..24;  /note=""Helical"";  /evidence=""ECO:0000255"""			
SPGP0EE00140	333.966913658324	1.38140999215946	0.157449677392932	8.77366035315528	1.72950367930927e-18	4.21697717691212e-17	S_eubayanus	SPGP0EE00140	XP_018220833.1	A0A0L8RFA9	A0A0L8RFA9_SACEU	DI49_3946				DI49_3946	RIF2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	395		telomere capping [GO:0016233]; telomere maintenance via telomerase [GO:0007004]	telomeric DNA binding [GO:0042162]	shelterin complex [GO:0070187]																
SPGP0EE00210	729.92537975978	1.49892797346366	0.181694514697252	8.24971505585213	1.58772643357403e-16	3.32702493711056e-15	S_eubayanus	SPGP0EE00210	XP_018220840.1	A0A0L8RFF3	A0A0L8RFF3_SACEU	DI49_3954				DI49_3954	N-acetyltransferase domain-containing protein	unreviewed	Saccharomyces eubayanus (Yeast)	236			N-acetyltransferase activity [GO:0008080]																	
SPGP0EE00230	32.9002919376535	2.22111413520844	0.359653649045967	6.17570304402657	6.58696920884407e-10	6.55928690290173e-09	S_eubayanus	SPGP0EE00230	XP_018220841.1	A0A0L8RFA4	A0A0L8RFA4_SACEU	DI49_3955				DI49_3955	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	90				cytoplasm [GO:0005737]; nucleus [GO:0005634]																
SPGP0EG00120	1038.37904618927	-1.41310688096096	0.156500929412506	-9.02938331590532	1.72641929758388e-19	4.51950162293843e-18	S_eubayanus	SPGP0EG00120	XP_018221947.1	A0A0L8RIA9	A0A0L8RIA9_SACEU	DI49_2572				DI49_2572	MTG2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	520		cytoplasmic translation [GO:0002181]	GTP binding [GO:0005525]; ribosome binding [GO:0043022]	extrinsic component of membrane [GO:0019898]; mitochondrial inner membrane [GO:0005743]																
SPGP0EG00130	964.820510282409	-1.31299972980904	0.222326413854803	-5.90572980980361	3.51088986324275e-09	3.15911715932096e-08	S_eubayanus	SPGP0EG00130	XP_018221948.1	A0A0L8RIG9	A0A0L8RIG9_SACEU	DI49_2573				DI49_2573	DBP8-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	437		endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]	ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	nucleolus [GO:0005730]																
SPGP0EG00170	49.5150930340873	1.52138845948958	0.30121196998631	5.05088977559134	4.39756787158478e-07	2.82600310857545e-06	
SPGP0EH00100	333.278955804456	-1.87332356976645	0.170450446884491	-10.9904292068881	4.24900665161279e-28	2.00331992181397e-26	
SPGP0M00230	265.345712955059	1.08178961408403	0.160757859798523	6.72931087437862	1.70468498390557e-11	2.09760238831843e-10	S_cerevisiae	SPGP0M00230	P32452	P32452	PHA2_YEAST	PHA2 YNL316C N0351	PHA2		YNL316C	N0351	Putative prephenate dehydratase (PDT) (EC 4.2.1.51) (Phenylalanine-requiring protein 2)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	334	4.2.1.51	L-phenylalanine biosynthetic process [GO:0009094]	chorismate mutase activity [GO:0004106]; prephenate dehydratase activity [GO:0004664]	cytoplasm [GO:0005737]		CATALYTIC ACTIVITY: Reaction=H(+) + prephenate = 3-phenylpyruvate + CO2 + H2O; Xref=Rhea:RHEA:21648, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:18005, ChEBI:CHEBI:29934; EC=4.2.1.51;					PATHWAY: Amino-acid biosynthesis; L-phenylalanine biosynthesis; phenylpyruvate from prephenate: step 1/1.				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.					
SPGP0M00250	131.065264107032	1.2947359595253	0.193152829920066	6.70316847058939	2.03948096105795e-11	2.48311509369387e-10	S_cerevisiae	SPGP0M00250	P21705	P21705	DAL82_YEAST	DAL82 DURM YNL314W N0360	DAL82	DURM	YNL314W	N0360	Protein DAL82	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	255		allantoin catabolic process [GO:0000256]; nitrogen catabolite activation of transcription from RNA polymerase II promoter [GO:0001080]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]	nucleus [GO:0005634]	FUNCTION: Positive regulator of allophanate-induced genes in S.cerevisiae.															
SPGP0M00280	164.301806953725	1.27029297239358	0.222371230636048	5.71248793632234	1.11336311331509e-08	9.28572972034728e-08	S_cerevisiae	SPGP0M00280	P42843	P42843	SKP2_YEAST	SKP2 YNL311C N0376	SKP2		YNL311C	N0376	F-box protein SKP2	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	763		cellular protein catabolic process [GO:0044257]; protein ubiquitination [GO:0016567]; regulation of sulfur amino acid metabolic process [GO:0031335]	protein binding, bridging [GO:0030674]	cytoplasm [GO:0005737]; SCF ubiquitin ligase complex [GO:0019005]	FUNCTION: Substrate recognition component of a SCF (SKP1-CUL1-F-box protein) E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins. Probably recognizes and binds to phosphorylated target proteins (By similarity). Regulates protein levels of sulfur metabolism enzymes. The SCF(SKP2) complex may regulate some transcription factors or regulators of cysteine and methionine biosynthesis. {ECO:0000250, ECO:0000269|PubMed:20936605}.						PATHWAY: Protein modification; protein ubiquitination.				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.			SUBUNIT: Interacts with SKP1. Component of the probable SCF(SKP2) complex containing CDC53, SKP1, RBX1 and SKP2. May interact with ribosomes. {ECO:0000269|PubMed:14747994, ECO:0000269|PubMed:16432255}.	P52286	
SPGP0M00330	388.721664032227	-1.39360035853805	0.168670424860692	-8.26226862053055	1.4292960709562e-16	3.00868450836133e-15	S_cerevisiae	SPGP0M00330	P42847	P42847	RT18_YEAST	MRPS18 YNL306W N0397	MRPS18		YNL306W	N0397	37S ribosomal protein S18, mitochondrial (Mitochondrial small ribosomal subunit protein uS11m) (YmS18)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	217		maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; mitochondrial translation [GO:0032543]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	mRNA 5'-UTR binding [GO:0048027]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]	mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]	FUNCTION: Component of the mitochondrial ribosome (mitoribosome), a dedicated translation machinery responsible for the synthesis of mitochondrial genome-encoded proteins, including at least some of the essential transmembrane subunits of the mitochondrial respiratory chain. The mitoribosomes are attached to the mitochondrial inner membrane and translation products are cotranslationally integrated into the membrane. {ECO:0000305|PubMed:25609543, ECO:0000305|PubMed:28154081}.										SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.			SUBUNIT: Component of the mitochondrial small ribosomal subunit (mt-SSU). Mature yeast 74S mitochondrial ribosomes consist of a small (37S) and a large (54S) subunit. The 37S small subunit contains a 15S ribosomal RNA (15S mt-rRNA) and 34 different proteins. The 54S large subunit contains a 21S rRNA (21S mt-rRNA) and 46 different proteins. {ECO:0000269|PubMed:12392552, ECO:0000269|PubMed:28154081, ECO:0000269|PubMed:9151978}.		
SPGP0M00370	10.1237716821833	-2.29708047935089	0.673641040119865	-3.40994734961836	0.000649754215976345	0.00228738236565234	
SPGP0M00560	447.060414017161	1.32482518229909	0.129171016659326	10.2563656814219	1.10798548714342e-24	4.16215198646031e-23	S_cerevisiae	SPGP0M00560	P32462	P32462	ERG24_YEAST	ERG24 YNL280C N0593	ERG24		YNL280C	N0593	Delta(14)-sterol reductase (EC 1.3.1.70) (C-14 sterol reductase) (Sterol C14-reductase)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	438	1.3.1.70	ergosterol biosynthetic process [GO:0006696]; sterol biosynthetic process [GO:0016126]	delta14-sterol reductase activity [GO:0050613]; NADP binding [GO:0050661]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]	endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]	FUNCTION: Reduces the C14=C15 double bond of 4,4-dimethyl-cholesta-8,14,24-trienol to produce 4,4-dimethyl-cholesta-8,24-dienol.	CATALYTIC ACTIVITY: Reaction=4,4-dimethyl-5alpha-cholesta-8,24-dien-3beta-ol + NADP(+) = 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol + H(+) + NADPH; Xref=Rhea:RHEA:18561, ChEBI:CHEBI:15378, ChEBI:CHEBI:17813, ChEBI:CHEBI:18364, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.3.1.70;					PATHWAY: Steroid biosynthesis; zymosterol biosynthesis; zymosterol from lanosterol: step 2/6.				SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.		"TRANSMEM 14..34;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 72..90;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 110..127;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 148..172;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 243..263;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 309..328;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 369..387;  /note=""Helical"";  /evidence=""ECO:0000255"""			
SPGP0M00790	1663.99643493174	-1.20343277944548	0.148923612329085	-8.08087287586194	6.43048176169196e-16	1.26434216935735e-14	S_cerevisiae	SPGP0M00790	P53850	P53850	RTC4_YEAST	RTC4 YNL254C N0856	RTC4		YNL254C	N0856	Restriction of telomere capping protein 4	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	401				cytoplasm [GO:0005737]; nucleus [GO:0005634]	FUNCTION: May be involved in a process influencing telomere capping. {ECO:0000269|PubMed:18845848}.										SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.					
SPGP0M00800	14.4569409120502	-1.91625604779065	0.457259183810149	-4.19074370868462	2.78041587107689e-05	0.000128985055545289	S_cerevisiae	SPGP0M00800	P53851	P53851	TEX1_YEAST	TEX1 YNL253W N0860	TEX1		YNL253W	N0860	Protein TEX1 (Trex component 1)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	422		mRNA export from nucleus [GO:0006406]	mRNA binding [GO:0003729]	THO complex part of transcription export complex [GO:0000445]; transcription export complex [GO:0000346]	FUNCTION: Component the TREX complex, which operates in coupling transcription elongation to mRNA export.										SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.			SUBUNIT: Component of the transcription/export (TREX) complex, which is at least is formed of SUB2, TEX1 and YRA1 and the THO complex composed of HPR1, MFT1, THO2 and THP1. {ECO:0000269|PubMed:11979277}.		
SPGP0M00820	1037.13601376872	-1.57880892625467	0.158113827397486	-9.98526790630186	1.7682276783175e-23	6.11992208813934e-22	S_cerevisiae	SPGP0M00820	P53617	P53617	NRD1_YEAST	NRD1 YNL251C N0868	NRD1		YNL251C	N0868	Protein NRD1	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	575		antisense RNA transcript catabolic process [GO:0071041]; CUT catabolic process [GO:0071034]; mRNA 3'-end processing [GO:0031124]; mRNA splicing, via spliceosome [GO:0000398]; nuclear mRNA surveillance [GO:0071028]; snoRNA 3'-end processing [GO:0031126]; snRNA 3'-end processing [GO:0034472]; termination of RNA polymerase II transcription, exosome-dependent [GO:0030847]; tRNA 3'-end processing [GO:0042780]	mRNA binding [GO:0003729]; nucleic acid binding [GO:0003676]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; transcription regulatory region RNA binding [GO:0001068]	Nrd1 complex [GO:0035649]; nucleus [GO:0005634]	FUNCTION: Plays a role in sequence-specific regulation of nuclear pre-mRNA abundance.										SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.				P38996; P04050; Q12149	
