""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0DE00190	1647.89090396826	1.29767039208529	0.125753264656734	10.3191785567357	5.77148093094215e-25	2.92153009582496e-23	S_cerevisiae	SPGP0DE00190	P39719	P39719	FLC2_YEAST	FLC2 YAL053W	FLC2		YAL053W		Flavin carrier protein 2 (FAD transporter 2) (TRP-like ion channel FLC2)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	783		calcium ion homeostasis [GO:0055074]; cellular hypotonic response [GO:0071476]; FAD transport [GO:0015883]; fungal-type cell wall biogenesis [GO:0009272]; protein folding [GO:0006457]; sphingolipid biosynthetic process [GO:0030148]; transmembrane transport [GO:0055085]	FAD transmembrane transporter activity [GO:0015230]	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	FUNCTION: May be responsible for the transport of FAD into the endoplasmic reticulum lumen, where it is required for oxidative protein folding. {ECO:0000269|PubMed:16717099}.										SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16717099}; Multi-pass membrane protein {ECO:0000269|PubMed:16717099}.		"TRANSMEM 183..203;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 212..232;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 348..368;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 403..423;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 431..451;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 493..513;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 522..542;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 548..568;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 582..602;  /note=""Helical"";  /evidence=""ECO:0000255"""			
SPGP0DE00380	9.38459707609426	1.4721305408803	0.599589995828728	2.45522865811926	0.0140794999733323	0.0352123514375833	S_cerevisiae	SPGP0DE00380	P28005	P28005	POP5_YEAST	POP5 YAL033W FUN53	POP5		YAL033W	FUN53	Ribonuclease P/MRP protein subunit POP5 (EC 3.1.26.5) (RNA-processing protein POP5) (RNase P/MRP 19.6 kDa subunit)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	173	3.1.26.5	intronic box C/D snoRNA processing [GO:0034965]; nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay [GO:0000294]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]	ribonuclease MRP activity [GO:0000171]; ribonuclease P activity [GO:0004526]; RNA binding [GO:0003723]	cytoplasm [GO:0005737]; nucleolar ribonuclease P complex [GO:0005655]; ribonuclease MRP complex [GO:0000172]	FUNCTION: Component of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends. Also a component of RNase MRP, which cleaves pre-rRNA sequences. {ECO:0000269|PubMed:9620854}.	CATALYTIC ACTIVITY: Reaction=Endonucleolytic cleavage of RNA, removing 5'-extranucleotides from tRNA precursor.; EC=3.1.26.5;									SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.			SUBUNIT: Component of nuclear RNase P and RNase MRP complexes. RNase P consists of an RNA moiety and at least 9 protein subunits including POP1, POP3, POP4, POP5, POP6, POP7, POP8, RPP1 and RPR2. RNase MRP complex consists of an RNA moiety and at least 10 protein subunits including POP1, POP3, POP4, POP5, POP6, POP7, POP8, RMP1, RPP1 and SNM1, many of which are shared with the RNase P complex. {ECO:0000269|PubMed:15637077, ECO:0000269|PubMed:9620854}.		
SPGP0DE00430	49.1270568757377	1.51105418422315	0.314437493954392	4.80557889334383	1.54304375107959e-06	9.46616075052956e-06	S_cerevisiae	SPGP0DE00430	P39734	P39734	HPH2_YEAST	FRT2 HPH2 YAL028W	FRT2	HPH2	YAL028W		Protein HPH2 (Functionally related to TCP1 protein 2) (High pH protein 2)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	528		cellular response to alkaline pH [GO:0071469]; cellular response to salt stress [GO:0071472]		endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	FUNCTION: Required for growth under high NaCl, alkaline pH and cell wall stress. {ECO:0000269|PubMed:15189990}.										SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15189990}; Single-pass membrane protein {ECO:0000269|PubMed:15189990}. Note=Punctate foci at the endoplasmic reticulum membrane.		"TRANSMEM 505..521;  /note=""Helical"";  /evidence=""ECO:0000255"""	SUBUNIT: Interacts with HPH1/FRT1. {ECO:0000269|PubMed:15189990}.		
SPGP0DE00740	6.18071173977199	-2.83622321488325	0.962254407656144	-2.94747749900332	0.00320378067257146	0.00957409618155812	S_cerevisiae	SPGP0DE00740	P39707	P39707	SEN34_YEAST	SEN34 YAR008W FUN4	SEN34		YAR008W	FUN4	tRNA-splicing endonuclease subunit SEN34 (EC 4.6.1.16) (Splicing endonuclease of 34 kDa) (tRNA-intron endonuclease SEN34)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	275	4.6.1.16	tRNA-type intron splice site recognition and cleavage [GO:0000379]	lyase activity [GO:0016829]; nucleic acid binding [GO:0003676]; tRNA-intron endonuclease activity [GO:0000213]	endomembrane system [GO:0012505]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; tRNA-intron endonuclease complex [GO:0000214]	FUNCTION: Constitutes one of the two catalytic subunit of the tRNA-splicing endonuclease complex, a complex responsible for identification and cleavage of the splice sites in pre-tRNA. It cleaves pre-tRNA at the 5'- and 3'-splice sites to release the intron. The products are an intron and two tRNA half-molecules bearing 2',3'-cyclic phosphate and 5'-OH termini. There are no conserved sequences at the splice sites, but the intron is invariably located at the same site in the gene, placing the splice sites an invariant distance from the constant structural features of the tRNA body. It probably carries the active site for 3'-splice site cleavage.	CATALYTIC ACTIVITY: Reaction=PretRNA = a 3'-half-tRNA molecule with a 5'-OH end + a 5'-half-tRNA molecule with a 2',3'-cyclic phosphate end + an intron with a 2',3'-cyclic phosphate and a 5'-hydroxyl terminus.; EC=4.6.1.16;									SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12925762}. Endomembrane system {ECO:0000269|PubMed:12925762}; Peripheral membrane protein {ECO:0000269|PubMed:12925762}. Mitochondrion outer membrane {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}; Peripheral membrane protein {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}; Cytoplasmic side {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}. Note=The tRNA splicing endonuclease complex is predominantly associated with the outer membrane of mitochondria, suggesting that tRNA splicing mainly takes place on the mitochondrial surface.			SUBUNIT: Heterotetramer composed of SEN2, SEN15, SEN34 and SEN54. Interacts directly with SEN15. {ECO:0000269|PubMed:9200603}.		
SPGP0DE00830	335.15658907264	1.16558082412484	0.183278139777726	6.3596281888196	2.02242690998609e-10	2.36149616383814e-09	
SPGP0DE00840	203.172419126598	1.16620852879286	0.206667090045545	5.6429329340044	1.67177480590567e-08	1.42501895731997e-07	S_cerevisiae	SPGP0DE00840	P39549	P39549	YAJ9_YEAST	YAR029W FUN57			YAR029W	FUN57	DUP240 protein YAR029W	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	74		vesicle organization [GO:0016050]		cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]											SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12101299}. Membrane {ECO:0000269|PubMed:12101299}; Peripheral membrane protein {ECO:0000269|PubMed:12101299}. Note=Punctate pattern.					
SPGP0DE00900	39.3653223894194	1.29556474420125	0.3287052905541	3.94141737730266	8.10015370986901e-05	0.000348341209136797	
SPGP0DK00100	15.848915083461	-1.33815974720585	0.551058039256138	-2.42834629363579	0.0151678529191536	0.0375302881759834	
SPGP0DN00150	1202.67802061013	-1.09074873946763	0.133450261242772	-8.17344776480693	2.99699150182154e-16	6.8575101005063e-15	S_eubayanus	SPGP0DN00150	XP_018223465.1	A0A0L8RMH7	A0A0L8RMH7_SACEU	DI49_0083				DI49_0083	SRO77-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1010		exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]		plasma membrane [GO:0005886]																
SPGP0DN00180	947.524367699863	1.34729940525654	0.129101056760864	10.4360060177677	1.69805444407603e-25	8.89368284264331e-24	S_eubayanus	SPGP0DN00180	XP_018223468.1	A0A0L8RNM1	A0A0L8RNM1_SACEU	DI49_0086				DI49_0086	RTG3-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	483		autophagy of mitochondrion [GO:0000422]; cellular response to oleic acid [GO:0071400]; mitochondria-nucleus signaling pathway [GO:0031930]; positive regulation of transcription by RNA polymerase II [GO:0045944]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II transcription factor binding [GO:0001085]	cytoplasm [GO:0005737]; nucleus [GO:0005634]																
SPGP0DN00190	639.443160173411	1.16359833008468	0.11957996766549	9.73071286772468	2.23024458365248e-22	8.9023110891961e-21	S_eubayanus	SPGP0DN00190	XP_018223469.1	A0A0L8RN86	A0A0L8RN86_SACEU	DI49_0087				DI49_0087	Protein transport protein SFT2	unreviewed	Saccharomyces eubayanus (Yeast)	215		protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]		cytosol [GO:0005829]; Golgi membrane [GO:0000139]; Golgi trans cisterna [GO:0000138]; integral component of membrane [GO:0016021]	FUNCTION: Nonessential protein required for the fusion of transport vesicles derived from the endocytic pathway with the Golgi complex. {ECO:0000256|RuleBase:RU363111}.										SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|RuleBase:RU363111}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363111}.		"TRANSMEM 81..102;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363111""; TRANSMEM 114..134;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363111""; TRANSMEM 146..164;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363111""; TRANSMEM 170..193;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363111"""			
SPGP0DN00380	316.142427353721	-1.52083677475874	0.218842012025806	-6.94947355254351	3.66651849190798e-12	5.25669684417376e-11	S_eubayanus	SPGP0DN00380	XP_018223487.1	A0A0L8RMV5	A0A0L8RMV5_SACEU	DI49_0106				DI49_0106	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	350																				
SPGP0DN00610	160.09174393883	-1.29091771137519	0.17474630845043	-7.38738187274143	1.49748065915784e-13	2.54571712056833e-12	S_eubayanus	SPGP0DN00610	XP_018223507.1	A0A0L8RMW8	A0A0L8RMW8_SACEU	DI49_0126				DI49_0126	TOD6-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	533		regulation of transcription by RNA polymerase II [GO:0006357]	sequence-specific DNA binding [GO:0043565]	nucleus [GO:0005634]											SUBCELLULAR LOCATION: Nucleus {ECO:0000256|SAAS:SAAS01171689}.					
SPGP0DN01000	130.016490177162	-1.66448900168327	0.277924016144231	-5.98900744446449	2.1112550102716e-09	2.05921223337685e-08	S_eubayanus	SPGP0DN01000	XP_018223547.1	A0A0L8RN10	A0A0L8RN10_SACEU	DI49_0168				DI49_0168	RRN6-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	910		nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]	RNA polymerase I general transcription initiation factor binding [GO:0001179]; RNA polymerase I regulatory region DNA binding [GO:0001013]	RNA polymerase I core factor complex [GO:0070860]																
SPGP0DN01290	66.2650289586987	1.25311045725253	0.252272932118921	4.96728066196898	6.78982862276341e-07	4.41338860479622e-06	S_eubayanus	SPGP0DN01290	XP_018223576.1	A0A0L8RN22	A0A0L8RN22_SACEU	DI49_0199				DI49_0199	GAL1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	528		galactose catabolic process via UDP-galactose [GO:0033499]; positive regulation of transcription by galactose [GO:0000411]	ATP binding [GO:0005524]; galactokinase activity [GO:0004335]; galactose binding [GO:0005534]	cytoplasm [GO:0005737]																
SPGP0DN01360	106.748257350488	-1.59224900153742	0.23262170015888	-6.8447999496604	7.65828149187784e-12	1.05138922118038e-10	S_eubayanus	SPGP0DN01360	XP_018223583.1	A0A0L8RNX4	A0A0L8RNX4_SACEU	DI49_0206				DI49_0206	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	unreviewed	Saccharomyces eubayanus (Yeast)	520	2.7.11.1	peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; TORC1 signaling [GO:0038202]	ATP binding [GO:0005524]; ribosomal protein S6 kinase activity [GO:0004711]	cytoplasm [GO:0005737]		CATALYTIC ACTIVITY: Reaction=ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]; Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.1; Evidence={ECO:0000256|SAAS:SAAS01127769}; CATALYTIC ACTIVITY: Reaction=ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]; Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.1; Evidence={ECO:0000256|SAAS:SAAS01127730};														
SPGP0DN01400	421.610094409271	-1.57760954814449	0.16583770261266	-9.51297276367389	1.85290275020964e-21	6.82485846327216e-20	S_eubayanus	SPGP0DN01400	XP_018223587.1	A0A0L8RN50	A0A0L8RN50_SACEU	DI49_0210				DI49_0210	PSF1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	208		DNA strand elongation involved in mitotic DNA replication [GO:1902983]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication initiation [GO:1902975]		CMG complex [GO:0071162]; GINS complex [GO:0000811]; replication fork protection complex [GO:0031298]											SUBCELLULAR LOCATION: Nucleus {ECO:0000256|SAAS:SAAS00880799}.					
SPGP0DN01510	491.143570636587	-1.0974943719041	0.164310958379062	-6.67937417401101	2.39964767154434e-11	3.15118950027003e-10	S_eubayanus	SPGP0DN01510	XP_018223598.1	A0A0L8RNY8	A0A0L8RNY8_SACEU	DI49_0222				DI49_0222	SES1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	462		seryl-tRNA aminoacylation [GO:0006434]	ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]	cytoplasmic stress granule [GO:0010494]																
SPGP0DN01520	5.41588044541156	1.84399468823465	0.768073944265179	2.40080359710524	0.0163591141793491	0.0400729747442773	S_eubayanus	SPGP0DN01520	XP_018223599.1	A0A0L8RMI4	A0A0L8RMI4_SACEU	DI49_0223 DI49_1078				DI49_0223 DI49_1078	RPS11A-like protein (RPS11B-like protein)	unreviewed	Saccharomyces eubayanus (Yeast)	156		maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	cytosolic small ribosomal subunit [GO:0022627]																
SPGP0DN01600	32.6189306069321	1.1417212970386	0.330028587871375	3.45946181330077	0.00054125601914447	0.00195313452388214	S_eubayanus	SPGP0DN01600	XP_018223607.1	A0A0L8RN70	A0A0L8RN70_SACEU	DI49_0231				DI49_0231	LYS14-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	784		positive regulation of lysine biosynthetic process via alpha-aminoadipate and saccharopine [GO:2001196]; positive regulation of transcription by RNA polymerase II [GO:0045944]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]																
SPGP0DN01620	117.568585278804	1.3040136281735	0.280367187003041	4.65109216992413	3.30181707062629e-06	1.90195578365829e-05	S_eubayanus	SPGP0DN01620	XP_018223608.1	A0A0L8RNZ6	A0A0L8RNZ6_SACEU	DI49_0233				DI49_0233	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	unreviewed	Saccharomyces eubayanus (Yeast)	370	2.5.1.54	aromatic amino acid family biosynthetic process [GO:0009073]	3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]			CATALYTIC ACTIVITY: Reaction=D-erythrose 4-phosphate + H2O + phosphoenolpyruvate = 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate + phosphate; Xref=Rhea:RHEA:14717, ChEBI:CHEBI:15377, ChEBI:CHEBI:16897, ChEBI:CHEBI:43474, ChEBI:CHEBI:58394, ChEBI:CHEBI:58702; EC=2.5.1.54; Evidence={ECO:0000256|PIRNR:PIRNR001361};														
SPGP0DN01630	29.3289390851019	-1.56975991409047	0.36993393961057	-4.24335197722859	2.2020564132643e-05	0.000108028333300421	S_eubayanus	SPGP0DN01630	XP_018223609.1	A0A0L8RNK4	A0A0L8RNK4_SACEU	DI49_0234				DI49_0234	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase)	unreviewed	Saccharomyces eubayanus (Yeast)	500	3.1.2.4	valine catabolic process [GO:0006574]	3-hydroxyisobutyryl-CoA hydrolase activity [GO:0003860]; structural constituent of ribosome [GO:0003735]	mitochondrial small ribosomal subunit [GO:0005763]	FUNCTION: Hydrolyzes 3-hydroxyisobutyryl-CoA (HIBYL-CoA), a saline catabolite. {ECO:0000256|RuleBase:RU363052}.	CATALYTIC ACTIVITY: Reaction=3-hydroxy-2-methylpropanoyl-CoA + H2O = 3-hydroxy-2-methylpropanoate + CoA + H(+); Xref=Rhea:RHEA:20888, ChEBI:CHEBI:11805, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:57287, ChEBI:CHEBI:57340; EC=3.1.2.4; Evidence={ECO:0000256|RuleBase:RU363052};					PATHWAY: Amino-acid degradation; L-valine degradation. {ECO:0000256|RuleBase:RU363052}.				SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|RuleBase:RU363052}.					
SPGP0DN01690	62.7996759924916	2.02871347737089	0.277803673619769	7.30268772524439	2.82075340963168e-13	4.59691486414976e-12	S_eubayanus	SPGP0DN01690	XP_018223615.1	A0A0L8RMW2	A0A0L8RMW2_SACEU	DI49_0240				DI49_0240	HEM13-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	328		heme biosynthetic process [GO:0006783]	coproporphyrinogen oxidase activity [GO:0004109]	cytosol [GO:0005829]																
SPGP0DN01780	25.9383150042051	1.46804546050879	0.449390185453815	3.26675016061217	0.00108789643170537	0.00365089983988237	S_eubayanus	SPGP0DN01780	XP_018223624.1	A0A0L8RNL4	A0A0L8RNL4_SACEU	DI49_0249				DI49_0249	PST1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	438		fungal-type cell wall organization [GO:0031505]		fungal-type cell wall [GO:0009277]; plasma membrane [GO:0005886]																
SPGP0DN01930	24.1440497944103	-1.56961772114923	0.412373594950128	-3.80630025872307	0.000141061115732325	0.000577827653549094	S_eubayanus	SPGP0DN01930	XP_018223640.1	A0A0L8RMY1	A0A0L8RMY1_SACEU	DI49_0267				DI49_0267	PAA1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	191		chromatin organization [GO:0006325]	aralkylamine N-acetyltransferase activity [GO:0004059]; diamine N-acetyltransferase activity [GO:0004145]																	
SPGP0DN02180	149.658294317203	1.23373122901079	0.159422080403286	7.73877260847342	1.00381126247469e-14	1.95183129812944e-13	S_eubayanus	SPGP0DN02180	XP_018223664.1	A0A0L8RNQ3	A0A0L8RNQ3_SACEU	DI49_0292				DI49_0292	DNA mismatch repair protein	unreviewed	Saccharomyces eubayanus (Yeast)	1245		interstrand cross-link repair [GO:0036297]; maintenance of DNA repeat elements [GO:0043570]; meiotic mismatch repair [GO:0000710]; replication fork arrest [GO:0043111]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; four-way junction DNA binding [GO:0000400]; guanine/thymine mispair binding [GO:0032137]; single base insertion or deletion binding [GO:0032138]	MutSalpha complex [GO:0032301]	FUNCTION: Component of the post-replicative DNA mismatch repair system (MMR). {ECO:0000256|PIRNR:PIRNR037677, ECO:0000256|RuleBase:RU003756}.															
SPGP0DN02240	4105.59748775869	-1.34043800368924	0.191632354347808	-6.99484180660001	2.65558396039306e-12	3.87475785267657e-11	S_eubayanus	SPGP0DN02240	XP_018223670.1	A0A0L8RN15	A0A0L8RN15_SACEU	DI49_0299				DI49_0299	SPO71-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1246		ascospore-type prospore membrane assembly [GO:0032120]; ascospore wall assembly [GO:0030476]; protein localization to prospore membrane [GO:1902657]		plasma membrane [GO:0005886]; prospore membrane [GO:0005628]																
SPGP0DN02330	100.194900059353	-1.68666825571664	0.230256488165745	-7.3251714605433	2.38593460777302e-13	3.94506450383783e-12	S_eubayanus	SPGP0DN02330	XP_018223678.1	A0A0L8RP68	A0A0L8RP68_SACEU	DI49_0308				DI49_0308	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	105		translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]																
SPGP0DN02350	1527.27420375947	-1.69791086736853	0.166782318565396	-10.1804009080422	2.42559971837135e-24	1.15675573937699e-22	S_eubayanus	SPGP0DN02350	XP_018223680.1	A0A0L8RN25	A0A0L8RN25_SACEU	DI49_0310				DI49_0310	TMA64-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	565		formation of translation preinitiation complex [GO:0001731]; rRNA processing [GO:0006364]	translation initiation factor activity [GO:0003743]																	
SPGP0DN02360	45.486028005437	-1.33498752787807	0.271834747764131	-4.91102605115234	9.06010488886927e-07	5.76095511565224e-06	S_eubayanus	SPGP0DN02360	XP_018223681.1	A0A0L8RNB9	A0A0L8RNB9_SACEU	DI49_0311				DI49_0311	APC4-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	653		anaphase-promoting complex-dependent catabolic process [GO:0031145]; regulation of mitotic metaphase/anaphase transition [GO:0030071]	ubiquitin protein ligase activity [GO:0061630]	anaphase-promoting complex [GO:0005680]; nuclear periphery [GO:0034399]																
SPGP0DN02430	504.782673629097	1.25024581826213	0.128614699155112	9.72086259560669	2.45691218092163e-22	9.67916577014388e-21	S_eubayanus	SPGP0DN02430	XP_018223688.1	A0A0L8RP78	A0A0L8RP78_SACEU	DI49_0318				DI49_0318	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	327																				
SPGP0DN02470	1702.23852884587	1.08513559596076	0.0990156849669044	10.95922930113	6.00082145905223e-28	3.88381737431945e-26	S_eubayanus	SPGP0DN02470	XP_018223692.1	A0A0L8RNF2	A0A0L8RNF2_SACEU	DI49_0322				DI49_0322	MTC5-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1150		positive regulation of TORC1 signaling [GO:1904263]		extrinsic component of fungal-type vacuolar membrane [GO:0097042]; Seh1-associated complex [GO:0035859]																
SPGP0DN02530	10906.2373533988	-1.42842534814385	0.152347917000226	-9.37607403021948	6.84750164846717e-21	2.41421060065218e-19	S_eubayanus	SPGP0DN02530	XP_018223698.1	A0A0L8RP87	A0A0L8RP87_SACEU	DI49_0328				DI49_0328	YCF1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1516		cell redox homeostasis [GO:0045454]; cellular detoxification of cadmium ion [GO:0098849]; glutathione metabolic process [GO:0006749]; glutathione transmembrane import into vacuole [GO:0071996]; phytochelatin 2 import into vacuole [GO:0036246]; vacuole fusion, non-autophagic [GO:0042144]	ATPase activity [GO:0016887]; ATPase-coupled glutathione S-conjugate transmembrane transporter activity [GO:0015431]; ATPase-coupled phytochelatin transmembrane transporter activity [GO:0044604]; ATP binding [GO:0005524]; bilirubin transmembrane transporter activity [GO:0015127]	cell [GO:0005623]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]													"TRANSMEM 32..49;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 70..91;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 103..123;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 135..155;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 167..186;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 343..361;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 448..469;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 526..552;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 564..590;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 952..973;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 993..1017;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1079..1107;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1177..1198;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
