LFC 13C	padj-value 13C	LFC 22C	padj-value 22C	LFC 30C	padj-value 30C	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
-1.42460783418727	5.04688984214474e-14	-2.16716369063549	4.7426627785835e-30	-1.1345117339666	7.5827941306571e-10	S_eubayanus	SPGP0DZ01060	XP_018219445.1	A0A0L8RC13	A0A0L8RC13_SACEU	DI49_5065				DI49_5065	PUS7-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	677		enzyme-directed rRNA pseudouridine synthesis [GO:0000455]; mRNA pseudouridine synthesis [GO:1990481]; snRNA pseudouridine synthesis [GO:0031120]; tRNA pseudouridine synthesis [GO:0031119]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]	box H/ACA snoRNP complex [GO:0031429]; cytoplasm [GO:0005737]																
-1.08399590387479	0.0252261316549744	2.70628961883165	4.6601163751575e-10	2.11140522586867	1.14477341950897e-07	S_eubayanus	SPGP0DZ01460	XP_018219485.1	A0A0L8RC49	A0A0L8RC49_SACEU	DI49_5105				DI49_5105	RRP36-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	322		cleavage involved in rRNA processing [GO:0000469]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]		90S preribosome [GO:0030686]; nucleolus [GO:0005730]											SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000256|SAAS:SAAS00371333}.					
-1.07081434774027	2.02829673720661e-07	1.63012825957182	2.55635815665009e-18	1.39022636272561	1.33846937127277e-14	S_eubayanus	SPGP0DZ01470	XP_018219486.1	A0A0L8RBK5	A0A0L8RBK5_SACEU	DI49_5106				DI49_5106	MPD1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	321		cell redox homeostasis [GO:0045454]; protein folding [GO:0006457]	protein disulfide isomerase activity [GO:0003756]; protein disulfide oxidoreductase activity [GO:0015035]; protein-disulfide reductase (glutathione) activity [GO:0019153]	cell [GO:0005623]																
1.19747502019666	0.000938513630365553	1.63775076794292	1.93410747679042e-06	1.76917808458968	1.07678411417104e-11	S_eubayanus	SPGP0DZ01980	XP_018219534.1	A0A0L8RC94	A0A0L8RC94_SACEU	DI49_5157				DI49_5157	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	230				integral component of membrane [GO:0016021]													"TRANSMEM 38..59;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 71..92;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
1.36678938366839	3.25306968709974e-13	3.21629220386169	1.9663962465006e-68	2.86271916542242	2.33741986681406e-56	S_eubayanus	SPGP0DZ02290	XP_018219566.1	A0A0L8RBN8	A0A0L8RBN8_SACEU	DI49_5190				DI49_5190	MFS domain-containing protein	unreviewed	Saccharomyces eubayanus (Yeast)	515			ammonium transmembrane transporter activity [GO:0008519]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]													"TRANSMEM 83..101;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 113..133;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 145..162;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 174..192;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 204..224;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 245..262;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 274..292;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 304..330;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 350..368;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 375..394;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 400..425;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 437..458;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 478..497;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
2.45058171322759	1.19097260939299e-23	2.25094860615592	2.71953174809319e-20	1.15624788504912	2.88385613689904e-06	S_cerevisiae	SPGP0M01120	P40151	P40151	WRIP1_YEAST	MGS1 YNL218W N1302	MGS1		YNL218W	N1302	DNA-dependent ATPase MGS1 (Maintenance of genome stability protein 1)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	587		DNA-dependent DNA replication [GO:0006261]; DNA repair [GO:0006281]; DNA replication, Okazaki fragment processing [GO:0033567]; DNA strand renaturation [GO:0000733]; regulation of DNA repair [GO:0006282]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; enzyme activator activity [GO:0008047]; metal ion binding [GO:0046872]; single-stranded DNA helicase activity [GO:0017116]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	FUNCTION: Involved in the maintenance of proper DNA topology and chromosome integrity via annealing of single-stranded DNA breaks. Modulates DNA polymerase delta during replication or replication-associated repair. May function as a modulator for SGS1 when DNA is damaged. {ECO:0000269|PubMed:11301316, ECO:0000269|PubMed:11459965, ECO:0000269|PubMed:12436259}.			COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:11459965}; 							SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.					
1.95630867794188	8.10297597702033e-17	-2.19688127973757	1.91516947158234e-17	-1.29555632412505	1.34299709092725e-06	S_cerevisiae	SPGP0M02540	P40991	P40991	NOP2_YEAST	NOP2 YNA1 YNL061W N2428 YNL2428W	NOP2	YNA1	YNL061W	N2428 YNL2428W	25S rRNA (cytosine(2870)-C(5))-methyltransferase (EC 2.1.1.310) (Nucleolar protein 2)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	618	2.1.1.310	assembly of large subunit precursor of preribosome [GO:1902626]; maturation of LSU-rRNA [GO:0000470]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; ribosomal large subunit biogenesis [GO:0042273]; RNA methylation [GO:0001510]; rRNA base methylation [GO:0070475]; rRNA methylation [GO:0031167]	RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]	FUNCTION: S-adenosyl-L-methionine-dependent methyltransferase that specifically methylates the C(5) position of cytosine 2870 (m5C2870) in 25S rRNA. Required for 60S ribosomal subunit synthesis and processing. {ECO:0000269|PubMed:23913415, ECO:0000269|PubMed:9854021}.	CATALYTIC ACTIVITY: Reaction=cytidine(2870) in 25S rRNA + S-adenosyl-L-methionine = 5-methylcytidine(2870) in 25S rRNA + H(+) + S-adenosyl-L-homocysteine; Xref=Rhea:RHEA:43176, Rhea:RHEA-COMP:10389, Rhea:RHEA-COMP:10390, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:74483, ChEBI:CHEBI:82748; EC=2.1.1.310; Evidence={ECO:0000269|PubMed:23913415};									SUBCELLULAR LOCATION: Nucleus, nucleolus.			SUBUNIT: Interacts with NOP53. Interacts with TRM112. {ECO:0000269|PubMed:15686447, ECO:0000269|PubMed:22956767}.	Q02892	
3.15720531721205	3.7432055448443e-136	2.67356922242841	9.0434785809736e-96	2.48552547689332	3.64137180437531e-82	S_cerevisiae	SPGP0M03610	P53742	P53742	NOG2_YEAST	NOG2 YNR053C N3484	NOG2		YNR053C	N3484	Nucleolar GTP-binding protein 2	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	486		regulation of ribosomal subunit export from nucleus [GO:2000200]; ribosomal large subunit export from nucleus [GO:0000055]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; large ribosomal subunit rRNA binding [GO:0070180]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]	FUNCTION: GTPase that associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation. {ECO:0000269|PubMed:11707418}.										SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:11707418}.				Q12176; Q12522	
3.38135246020845	3.6294203437542e-90	2.90741410227053	3.18624217974688e-66	2.88628411120606	2.33226826649755e-64	S_cerevisiae	SPGP0M03620	P53743	P53743	ESF2_YEAST	ESF2 ABT1 YNR054C N3491	ESF2	ABT1	YNR054C	N3491	Pre-rRNA-processing protein ESF2 (18S rRNA factor 2)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	316		endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; small-subunit processome assembly [GO:0034462]	ATPase activator activity [GO:0001671]; RNA binding [GO:0003723]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]	FUNCTION: Involved in the small subunit (SSU) processome assembly and function, and in the 18S rRNA synthesis. Required for the early cleavages at sites A0, A1 and A2. Stimulates DBP8 RNA helicase ATPase activity. {ECO:0000269|PubMed:15964808, ECO:0000269|PubMed:16772403}.										SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.			SUBUNIT: Component of the 90S pre-ribosomes. Interacts directly with DBP8. {ECO:0000269|PubMed:15964808, ECO:0000269|PubMed:16772403}.	P38719; Q06344; Q03532; P20448	
1.15834140816403	0.0285487365612457	1.23995196595276	0.0292133132859617	1.37695307772094	0.0146243844620898	S_cerevisiae	SPGP0M03720	P53750	P53750	YN93_YEAST	YNR064C N3535			YNR064C	N3535	Uncharacterized hydrolase YNR064C (EC 3.1.-.-)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	290	3.1.-.-	epoxide metabolic process [GO:0097176]	carboxylic ester hydrolase activity [GO:0052689]; epoxide hydrolase activity [GO:0004301]																	
-1.90796278548306	9.76229733900427e-07	3.01822495473761	1.25545562444046e-13	2.70525007040505	2.88949331389783e-13	S. pastorianus	SPGP0M03780
-2.54364017609582	1.54320538465407e-05	5.33621938248975	2.34731740997571e-38	4.60061304560696	1.03217255280509e-46	S_cerevisiae	SPGP0EQ00100	P0CF35	P0CF35	FDH2_YEAST	FDH2 YPL275W P0326	FDH2		YPL275W	P0326	Truncated formate dehydrogenase 2 (NAD-dependent formate dehydrogenase 2)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	236		formate catabolic process [GO:0042183]	formate dehydrogenase (NAD+) activity [GO:0008863]; NAD binding [GO:0051287]	cytosol [GO:0005829]																
-2.63263647382252	0.0493962628728626	4.38823162550772	4.2330921817577e-11	4.55443869391357	2.41599634638719e-18	S_cerevisiae	SPGP0EQ00110	P0CF36	P0CF36	YP276_YEAST	YPL276W P0323			YPL276W	P0323	Putative uncharacterized protein YPL276W	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	145		formate catabolic process [GO:0042183]	formate dehydrogenase (NAD+) activity [GO:0008863]; NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	cytosol [GO:0005829]																
-5.34019784126373	8.00225096839883e-51	-4.54054677940619	1.4476248499332e-37	-3.98125314222039	2.81490158027291e-29	S_eubayanus	SPGP0N00100	XP_018220798.1	A0A0L8RF77	A0A0L8RF77_SACEU	DI49_3909				DI49_3909	CTR3-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	241		copper ion import [GO:0015677]	copper ion transmembrane transporter activity [GO:0005375]	integral component of plasma membrane [GO:0005887]													"TRANSMEM 44..62;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 168..188;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 194..212;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
-1.12193535360211	0.0046393372153209	2.27678882384294	4.07453033829811e-11	2.03894613139202	1.99812006614204e-09	S_eubayanus	SPGP0N00410	XP_018220766.1	A0A0L8RF33	A0A0L8RF33_SACEU	DI49_3876				DI49_3876	FBP1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	348		cellular response to glucose starvation [GO:0042149]; gluconeogenesis [GO:0006094]; reactive oxygen species metabolic process [GO:0072593]	fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]	cytosol [GO:0005829]; periplasmic space [GO:0042597]																
-1.24578989061721	1.24943358717431e-05	4.36124120430748	1.64744129342604e-69	2.49541854759905	1.58523585259085e-34	S_eubayanus	SPGP0N00420	XP_018220765.1	A0A0L8RF87	A0A0L8RF87_SACEU	DI49_3875				DI49_3875	PSY3-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	242		DNA recombinase assembly [GO:0000730]; error-free translesion synthesis [GO:0070987]		integral component of membrane [GO:0016021]; nucleus [GO:0005634]; Shu complex [GO:0097196]; site of double-strand break [GO:0035861]													"TRANSMEM 90..111;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
2.08864635022631	1.76503108295041e-11	1.41608895508007	4.72610700801491e-06	1.33702338017642	2.29758448984711e-05	S_eubayanus	SPGP0N00600	XP_018220748.1	A0A0L8RF25	A0A0L8RF25_SACEU	DI49_3858				DI49_3858	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)	unreviewed	Saccharomyces eubayanus (Yeast)	482	4.3.2.2	'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]; fumarate metabolic process [GO:0006106]	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]			CATALYTIC ACTIVITY: Reaction=(2S)-2-[5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinate = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide + fumarate; Xref=Rhea:RHEA:23920, ChEBI:CHEBI:29806, ChEBI:CHEBI:58443, ChEBI:CHEBI:58475; EC=4.3.2.2; Evidence={ECO:0000256|RuleBase:RU361172}; CATALYTIC ACTIVITY: Reaction=N(6)-(1,2-dicarboxyethyl)-AMP = AMP + fumarate; Xref=Rhea:RHEA:16853, ChEBI:CHEBI:29806, ChEBI:CHEBI:57567, ChEBI:CHEBI:456215; EC=4.3.2.2; Evidence={ECO:0000256|RuleBase:RU361172};					PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 2/2. {ECO:0000256|RuleBase:RU361172}.; PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate: step 2/2. {ECO:0000256|RuleBase:RU361172}.									
2.25834700848073	5.68564386398847e-20	1.56774714282891	1.95581675246903e-10	1.65853544823085	2.79175080905929e-11	S_eubayanus	SPGP0N00610	XP_018220747.1	A0A0L8RF05	A0A0L8RF05_SACEU	DI49_3857				DI49_3857	RSC2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	890		ATP-dependent chromatin remodeling [GO:0043044]; double-strand break repair via homologous recombination [GO:0000724]; double-strand break repair via nonhomologous end joining [GO:0006303]; nucleosome disassembly [GO:0006337]; plasmid maintenance [GO:0006276]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sister chromatid cohesion [GO:0007062]; transcription elongation from RNA polymerase II promoter [GO:0006368]; UV-damage excision repair [GO:0070914]	chromatin binding [GO:0003682]; DNA translocase activity [GO:0015616]	RSC-type complex [GO:0016586]																
-1.37347333348975	0.00367476098377063	2.03351392978975	1.49682342144345e-07	1.39964364593871	8.15690343973068e-05	S_eubayanus	SPGP0N00680	XP_018220740.1	A0A0L8RF67	A0A0L8RF67_SACEU	DI49_3850				DI49_3850	ORM2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	217		cellular sphingolipid homeostasis [GO:0090156]; negative regulation of sphingolipid biosynthetic process [GO:0090155]; response to unfolded protein [GO:0006986]	identical protein binding [GO:0042802]	cell [GO:0005623]; integral component of membrane [GO:0016021]; SPOTS complex [GO:0035339]													"TRANSMEM 79..98;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 158..174;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 180..199;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
-2.99499552297679	1.11080071124585e-13	4.85141701886198	1.35140942282483e-35	2.25693549239851	2.31154896389816e-08	S_eubayanus	SPGP0N00880	XP_018220721.1	A0A0L8REY9	A0A0L8REY9_SACEU	DI49_3827				DI49_3827	RPL38-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	78		translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]																
1.36717021710969	4.47396723426413e-12	-1.23584016673949	2.05558010816569e-10	-1.53535473065901	3.81305161417992e-15	S_eubayanus	SPGP0N01120	XP_018220700.1	A0A0L8RF23	A0A0L8RF23_SACEU	DI49_3804				DI49_3804	ECM38-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	660		glutathione catabolic process [GO:0006751]; xenobiotic metabolic process [GO:0006805]	glutathione hydrolase activity [GO:0036374]	fungal-type vacuole [GO:0000324]																
1.37112136837282	4.28156658839453e-07	1.52862410174959	7.07764932913424e-09	1.50602704171875	1.76789071416211e-08	S_eubayanus	SPGP0N01260	XP_018220687.1	A0A0L8REU7	A0A0L8REU7_SACEU	DI49_3791				DI49_3791	ECI1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	312		fatty acid beta-oxidation [GO:0006635]	dodecenoyl-CoA delta-isomerase activity [GO:0004165]	peroxisome [GO:0005777]																
2.29474666088809	1.7074261631526e-18	-1.92064561972691	4.17210027673743e-13	-1.66741173223605	5.61679601979375e-10	S_eubayanus	SPGP0N01430	XP_018220670.1	A0A0L8REZ1	A0A0L8REZ1_SACEU	DI49_3773				DI49_3773	RED1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	841		meiotic recombination checkpoint [GO:0051598]; positive regulation of catalytic activity [GO:0043085]; reciprocal meiotic recombination [GO:0007131]; synaptonemal complex assembly [GO:0007130]	chromatin DNA binding [GO:0031490]; identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]	lateral element [GO:0000800]																
-1.12734905205177	0.000643872562851302	4.29496843161533	1.89557074770176e-45	1.22320739433817	0.000116860511432243	S_eubayanus	SPGP0N01480	XP_018220665.1	A0A0L8REY6	A0A0L8REY6_SACEU	DI49_3768				DI49_3768	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	321																				
-1.55310060147071	0.00232888141248693	-1.21009698643933	0.0135543259621835	1.58739647972577	0.000609251782668534	S_eubayanus	SPGP0N02270	XP_018220587.1	A0A0L8REJ5	A0A0L8REJ5_SACEU	DI49_3687				DI49_3687	UPS2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	230		cardiolipin metabolic process [GO:0032048]; cristae formation [GO:0042407]; negative regulation of phosphatidylcholine biosynthetic process [GO:2001246]; phosphatidylethanolamine metabolic process [GO:0046337]; phospholipid transport [GO:0015914]		extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial intermembrane space [GO:0005758]																
1.54458570340699	4.56647386436608e-06	-4.34342820932277	5.93961538771781e-42	-2.83186285762268	3.61911756648549e-18	S_eubayanus	SPGP0ET00150	XP_018218984.1	A0A0L8RA13	A0A0L8RA13_SACEU	DI49_5414				DI49_5414	NOP4-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	685		maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]	identical protein binding [GO:0042802]; large ribosomal subunit rRNA binding [GO:0070180]																	
1.93878174765443	1.17185812713046e-07	1.40650134596448	7.35085001168669e-05	1.67171118725145	2.77498611160566e-07	S. pastorianus	SPGP0FI00100
-1.1267285534526	1.06719127031922e-20	-1.6568930381894	1.44324381018657e-43	-1.00438411697819	1.55711273747414e-16	S_eubayanus	SPGP0P00480	XP_018221907.1	A0A0L8RI73	A0A0L8RI73_SACEU	DI49_2531				DI49_2531	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	255		mitotic spindle elongation [GO:0000022]	nucleic acid binding [GO:0003676]	nucleus [GO:0005634]																
1.34277009952041	8.38969746870769e-14	2.99472254568456	5.5165484694358e-66	1.37682368004781	7.96342621769796e-15	S_eubayanus	SPGP0P01390	XP_018221819.1	A0A0L8RIU4	A0A0L8RIU4_SACEU	DI49_2441				DI49_2441	Protein transport protein SEC23	unreviewed	Saccharomyces eubayanus (Yeast)	626		endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]	GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]	COPII vesicle coat [GO:0030127]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]	FUNCTION: Component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules. {ECO:0000256|RuleBase:RU365030}.										SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|RuleBase:RU365030}. Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000256|RuleBase:RU365030}; Peripheral membrane protein {ECO:0000256|RuleBase:RU365030}; Cytoplasmic side {ECO:0000256|RuleBase:RU365030}. Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU365030}; Peripheral membrane protein {ECO:0000256|RuleBase:RU365030}; Cytoplasmic side {ECO:0000256|RuleBase:RU365030}. Golgi apparatus membrane {ECO:0000256|RuleBase:RU365030}; Peripheral membrane protein {ECO:0000256|RuleBase:RU365030}; Cytoplasmic side {ECO:0000256|RuleBase:RU365030}.					
1.13384246781453	9.37506685402184e-14	1.55156051066057	1.43583512414857e-25	1.35249307163373	1.55799930362778e-19	S_eubayanus	SPGP0P02320	XP_018221731.1	A0A0L8RHU8	A0A0L8RHU8_SACEU	DI49_2343				DI49_2343	PRS5-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	494		5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; fungal-type cell wall organization [GO:0031505]; nucleoside metabolic process [GO:0009116]; nucleotide biosynthetic process [GO:0009165]; ribonucleoside monophosphate biosynthetic process [GO:0009156]	magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]	ribose phosphate diphosphokinase complex [GO:0002189]																
1.09289133982619	5.37864511017466e-14	-1.06450792919628	5.19937331388586e-13	-1.07273148714344	2.50657093247431e-13	S_eubayanus	SPGP0P02630	XP_018221700.1	A0A0L8RHZ6	A0A0L8RHZ6_SACEU	DI49_2312				DI49_2312	TRM10-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	288			tRNA (guanine) methyltransferase activity [GO:0016423]																	
-1.52692540093791	0.00329190759400855	2.10207443426259	2.88747161928718e-07	1.66319296274272	5.20876510066883e-07	S_eubayanus	SPGP0P03010	XP_018221663.1	A0A0L8RHN0	A0A0L8RHN0_SACEU	DI49_2273				DI49_2273	Mediator of RNA polymerase II transcription subunit 7	unreviewed	Saccharomyces eubayanus (Yeast)	229		negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]	transcription coregulator activity [GO:0003712]	core mediator complex [GO:0070847]; mediator complex [GO:0016592]	FUNCTION: Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. {ECO:0000256|RuleBase:RU364060}.										SUBCELLULAR LOCATION: Nucleus {ECO:0000256|RuleBase:RU364060, ECO:0000256|SAAS:SAAS00869478}.			SUBUNIT: Component of the Mediator complex. {ECO:0000256|RuleBase:RU364060, ECO:0000256|SAAS:SAAS00869477}.		
-2.56489836182295	2.55484628429688e-30	1.51728506616755	6.06323796416113e-14	1.14894289487068	3.65798736207112e-09	S. pastorianus	SPGP0Q00120
-1.0744051637901	0.0490158125234741	1.66041855701814	6.78209367746586e-05	1.64577890161575	2.49586883980515e-07	S_eubayanus	SPGP0Q00950	XP_018222406.1	A0A0L8RJQ1	A0A0L8RJQ1_SACEU	DI49_2169				DI49_2169	PCT1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	427			choline-phosphate cytidylyltransferase activity [GO:0004105]	NLS-dependent protein nuclear import complex [GO:0042564]; nuclear envelope [GO:0005635]																
2.68171648323636	1.19829380255099e-49	1.55071862452265	2.92059874818686e-17	1.16142071482764	4.0324829179556e-10	S_eubayanus	SPGP0Q01370	XP_018222362.1	A0A0L8RJI6	A0A0L8RJI6_SACEU	DI49_2119				DI49_2119	PTI1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	427		mRNA polyadenylation [GO:0006378]; pre-mRNA cleavage required for polyadenylation [GO:0098789]; snoRNA 3'-end processing [GO:0031126]; termination of RNA polymerase II transcription, exosome-dependent [GO:0030847]	nucleic acid binding [GO:0003676]	cytosol [GO:0005829]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]																
1.2220327485006	2.3206035153456e-08	-1.31064094638452	1.42285142095056e-08	-1.53732227633765	2.39453434620782e-11	S_eubayanus	SPGP0Q01520	XP_018222346.1	A0A0L8RJK9	A0A0L8RJK9_SACEU	DI49_2100				DI49_2100	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	153				integral component of membrane [GO:0016021]													"TRANSMEM 7..24;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 89..107;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 128..151;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
