""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0DN02470	1702.23852884587	1.07262364631242	0.0990867017461803	10.8251019300253	2.61787710961578e-27	1.2534612626922e-25	S_eubayanus	SPGP0DN02470	XP_018223692.1	A0A0L8RNF2	A0A0L8RNF2_SACEU	DI49_0322				DI49_0322	MTC5-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1150		positive regulation of TORC1 signaling [GO:1904263]		extrinsic component of fungal-type vacuolar membrane [GO:0097042]; Seh1-associated complex [GO:0035859]																
SPGP0DN02480	30.694046438076	1.33161009760363	0.295407010307486	4.50771326048617	6.55300527348386e-06	3.02328116486592e-05	S_eubayanus	SPGP0DN02480	XP_018223693.1	A0A0L8RP82	A0A0L8RP82_SACEU	DI49_0323				DI49_0323	SAC6-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	393		formin-nucleated actin cable assembly [GO:0070649]	actin filament binding [GO:0051015]; protein binding, bridging [GO:0030674]	actin cortical patch [GO:0030479]; actin filament bundle [GO:0032432]																
SPGP0DN02530	10906.2373533988	1.45597611547104	0.152491746862488	9.54790108597801	1.32350424332787e-21	4.09046913464644e-20	S_eubayanus	SPGP0DN02530	XP_018223698.1	A0A0L8RP87	A0A0L8RP87_SACEU	DI49_0328				DI49_0328	YCF1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1516		cell redox homeostasis [GO:0045454]; cellular detoxification of cadmium ion [GO:0098849]; glutathione metabolic process [GO:0006749]; glutathione transmembrane import into vacuole [GO:0071996]; phytochelatin 2 import into vacuole [GO:0036246]; vacuole fusion, non-autophagic [GO:0042144]	ATPase activity [GO:0016887]; ATPase-coupled glutathione S-conjugate transmembrane transporter activity [GO:0015431]; ATPase-coupled phytochelatin transmembrane transporter activity [GO:0044604]; ATP binding [GO:0005524]; bilirubin transmembrane transporter activity [GO:0015127]	cell [GO:0005623]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]													"TRANSMEM 32..49;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 70..91;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 103..123;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 135..155;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 167..186;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 343..361;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 448..469;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 526..552;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 564..590;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 952..973;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 993..1017;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1079..1107;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1177..1198;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0DN02540	38.8003804122398	1.04244804276135	0.295611011024388	3.52641817755342	0.000421221298414039	0.0014037165591937	S_eubayanus	SPGP0DN02540	XP_018223699.1	A0A0L8RNT5	A0A0L8RNT5_SACEU	DI49_0329				DI49_0329	RGP1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	661		retrograde transport, endosome to Golgi [GO:0042147]	guanyl-nucleotide exchange factor activity [GO:0005085]	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; RIC1-RGP1 guanyl-nucleotide exchange factor complex [GO:0034066]																
SPGP0DN02650	12.4347261273576	2.27487137854891	0.673852374556756	3.37591951062763	0.000735694385792553	0.00234109911126342	S_eubayanus	SPGP0DN02650	XP_018223710.1	A0A0L8RN57	A0A0L8RN57_SACEU	DI49_0340				DI49_0340	KGD2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	451		2-oxoglutarate metabolic process [GO:0006103]; tricarboxylic acid cycle [GO:0006099]	dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149]	mitochondrial nucleoid [GO:0042645]; mitochondrial oxoglutarate dehydrogenase complex [GO:0009353]																
SPGP0DN02680	61.7878386615246	1.00202051372255	0.276985070615267	3.6175975531705	0.000297350270928868	0.00101921878844721	S_eubayanus	SPGP0DN02680	XP_018223712.1	A0A0L8RNI3	A0A0L8RNI3_SACEU	DI49_0342				DI49_0342	GIR2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	272		cellular response to amino acid starvation [GO:0034198]; cytoplasmic translation [GO:0002181]; negative regulation of protein-containing complex assembly [GO:0031333]; positive regulation of cellular response to amino acid starvation [GO:1903833]	protein kinase inhibitor activity [GO:0004860]	polysome [GO:0005844]																
SPGP0DN02840	2575.87711814739	1.13328432765717	0.102563926718006	11.0495411390895	2.20338197538115e-28	1.17019843876421e-26	S_eubayanus	SPGP0DN02840	XP_018223729.1	A0A0L8RNW3	A0A0L8RNW3_SACEU	DI49_0359				DI49_0359	SEC7-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1993		autophagosome assembly [GO:0000045]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; regulation of ARF protein signal transduction [GO:0032012]	ARF guanyl-nucleotide exchange factor activity [GO:0005086]	cytosol [GO:0005829]; Golgi-associated vesicle [GO:0005798]; late endosome [GO:0005770]; trans-Golgi network [GO:0005802]																
SPGP0DN03130	195.397522642716	1.20252361857057	0.167490843195636	7.17963797678168	6.98962519770785e-13	8.23866408826763e-12	S_eubayanus	SPGP0DN03130	XP_018223757.1	A0A0L8RNM4	A0A0L8RNM4_SACEU	DI49_0388				DI49_0388	SPC19-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	169		attachment of spindle microtubules to kinetochore [GO:0008608]; positive regulation of attachment of spindle microtubules to kinetochore [GO:0051987]; positive regulation of microtubule polymerization [GO:0031116]	microtubule plus-end binding [GO:0051010]	DASH complex [GO:0042729]; spindle microtubule [GO:0005876]																
SPGP0DN03270	60.4013903481572	1.95433385865483	0.372391642246982	5.24806047435042	1.53708845553781e-07	9.30205266380153e-07	S_eubayanus	SPGP0DN03270	XP_018223770.1	A0A0L8RNB8	A0A0L8RNB8_SACEU	DI49_0402				DI49_0402	MFB1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	462		mitochondrion organization [GO:0007005]		extrinsic component of mitochondrial outer membrane [GO:0031315]																
SPGP0DN03290	25.8452562665257	1.22978263234803	0.421516221011006	2.91752148801866	0.00352825337481292	0.00958676549151607	S_eubayanus	SPGP0DN03290	XP_018223772.1	A0A0L8RNP0	A0A0L8RNP0_SACEU	DI49_0404				DI49_0404	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	419		response to oxidative stress [GO:0006979]																		
SPGP0DN03310	312.919164902139	1.61377836295753	0.149004844776435	10.8303751155127	2.47140797685271e-27	1.18949380802583e-25	S_eubayanus	SPGP0DN03310	XP_018223774.1	A0A0L8RP10	A0A0L8RP10_SACEU	DI49_0406				DI49_0406	Histone H2B	unreviewed	Saccharomyces eubayanus (Yeast)	131		chromatin assembly or disassembly [GO:0006333]; negative regulation of transcription by RNA polymerase II [GO:0000122]; postreplication repair [GO:0006301]	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]	nuclear nucleosome [GO:0000788]; replication fork protection complex [GO:0031298]											SUBCELLULAR LOCATION: Chromosome {ECO:0000256|SAAS:SAAS01176634}. Nucleus {ECO:0000256|RuleBase:RU000451, ECO:0000256|SAAS:SAAS01185060}.			SUBUNIT: The nucleosome is a histone octamer containing two molecules each of H2A, H2B, H3 and H4 assembled in one H3-H4 heterotetramer and two H2A-H2B heterodimers. The octamer wraps approximately 147 bp of DNA. {ECO:0000256|RuleBase:RU000451}.		
SPGP0DN03370	5.38257578008464	-1.82977838922459	0.677617623159451	-2.70031109978085	0.00692746642748871	0.0175388266455954	S_eubayanus	SPGP0DN03370	XP_018223780.1	A0A0L8RNC5	A0A0L8RNC5_SACEU	DI49_0412				DI49_0412	Cytochrome c oxidase assembly protein COX20, mitochondrial	unreviewed	Saccharomyces eubayanus (Yeast)	207		mitochondrial respiratory chain complex IV assembly [GO:0033617]; protein processing [GO:0016485]	unfolded protein binding [GO:0051082]	mitochondrial inner membrane [GO:0005743]	FUNCTION: Involved in the assembly of the cytochrome c oxidase complex. {ECO:0000256|PIRNR:PIRNR007871}.										SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|PIRNR:PIRNR007871}.					
SPGP0DN03500	5.08249697937338	-2.56822960363238	0.974173659449771	-2.63631599840521	0.00838116411843357	0.0207363688402797	S_eubayanus	SPGP0DN03500	XP_018223792.1	A0A0L8RNR4	A0A0L8RNR4_SACEU	DI49_0425				DI49_0425	PEX5-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	610		protein import into peroxisome matrix, docking [GO:0016560]	peroxisome matrix targeting signal-1 binding [GO:0005052]; protein binding, bridging [GO:0030674]	cytosol [GO:0005829]; peroxisomal importomer complex [GO:1990429]; peroxisomal membrane [GO:0005778]																
SPGP0DN03580	15.4696655620762	1.94248074284651	0.481386417596294	4.03517978871505	5.45605028136027e-05	0.000216578009665164	S_eubayanus	SPGP0DN03580	XP_018223800.1	A0A0L8RNE6	A0A0L8RNE6_SACEU	DI49_0433				DI49_0433	MET32-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	189		negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of mitotic cell cycle [GO:0007346]; regulation of sulfur amino acid metabolic process [GO:0031335]	cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II activating transcription factor binding [GO:0001102]																	
SPGP0DN03590	784.109007668017	-1.55281472358675	0.193846301816756	-8.01054603071371	1.14200261900451e-15	1.81639349435813e-14	S_eubayanus	SPGP0DN03590	XP_018223801.1	A0A0L8RNN7	A0A0L8RNN7_SACEU	DI49_0434				DI49_0434	CHL4-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	458		establishment of meiotic sister chromatid cohesion [GO:0034089]; establishment of mitotic sister chromatid cohesion [GO:0034087]; kinetochore assembly [GO:0051382]; maintenance of meiotic sister chromatid cohesion [GO:0034090]; mitotic spindle assembly checkpoint [GO:0007094]; protein localization to chromosome, centromeric region [GO:0071459]	structural molecule activity [GO:0005198]	condensed nuclear chromosome outer kinetochore [GO:0000942]																
SPGP0DN03660	1219.24131235394	1.9069512101108	0.173115408160702	11.015490939666	3.21777593139412e-28	1.67996990858831e-26	S_eubayanus	SPGP0DN03660	XP_018223808.1	A0A0L8RPJ7	A0A0L8RPJ7_SACEU	DI49_0441				DI49_0441	EXG2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	563		carbohydrate metabolic process [GO:0005975]	glucan exo-1,3-beta-glucosidase activity [GO:0004338]	fungal-type cell wall [GO:0009277]																
SPGP0DN03700	146.067723060641	1.82420020627305	0.191045607887261	9.54850638256778	1.31579543979986e-21	4.08029048966126e-20	S_eubayanus	SPGP0DN03700	XP_018223812.1	A0A0L8RNT2	A0A0L8RNT2_SACEU	DI49_0446				DI49_0446	PEX10-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	337		protein import into peroxisome matrix [GO:0016558]; protein polyubiquitination [GO:0000209]	ubiquitin-protein transferase activity [GO:0004842]	integral component of peroxisomal membrane [GO:0005779]; peroxisomal importomer complex [GO:1990429]																
SPGP0DN03790	27.9672971242988	1.27509252461253	0.368879298701576	3.45666598559676	0.000546902275474997	0.00178268921610739	S_eubayanus	SPGP0DN03790	XP_018223821.1	A0A0L8RNQ7	A0A0L8RNQ7_SACEU	DI49_0455				DI49_0455	MTH1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	433		glucose transmembrane transport [GO:1904659]; signal transduction [GO:0007165]																		
SPGP0DN03870	172.228415864005	-1.26094642097473	0.22246977079229	-5.66794498184661	1.4452035237533e-08	1.00793401984938e-07	S_eubayanus	SPGP0DN03870	XP_018223829.1	A0A0L8RP77	A0A0L8RP77_SACEU	DI49_0464				DI49_0464	Glutaredoxin-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	116		cell redox homeostasis [GO:0045454]	electron transfer activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]	cell [GO:0005623]																
SPGP0DN04020	1397.89260588284	1.16479845803274	0.132980354668136	8.75917695466823	1.96681152799867e-18	4.43300130005749e-17	S_eubayanus	SPGP0DN04020	XP_018223844.1	A0A0L8RP95	A0A0L8RP95_SACEU	DI49_0479				DI49_0479	GPI11-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	219		GPI anchor biosynthetic process [GO:0006506]	mannose-ethanolamine phosphotransferase activity [GO:0051377]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]													"TRANSMEM 48..65;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 71..88;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 109..129;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 141..159;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 171..188;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 200..218;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0DN04070	530.568344839224	-1.10767532162265	0.122441355116513	-9.0465784257991	1.47518269403749e-19	3.67443754059312e-18	S_eubayanus	SPGP0DN04070	XP_018223849.1	A0A0L8RPC5	A0A0L8RPC5_SACEU	DI49_0485				DI49_0485	PMT7-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	695				integral component of membrane [GO:0016021]													"TRANSMEM 40..58;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 128..151;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 163..182;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 194..227;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 248..268;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 677..694;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0K00100	27.0083780174487	-1.27938260511701	0.347029231882606	-3.68667099937508	0.000227206788895486	0.000801380891672971	
SPGP0K00120	215.649953676047	-1.20110248277367	0.276794145397898	-4.33933485495893	1.42914617628494e-05	6.2354767776436e-05	S_cerevisiae	SPGP0K00120	Q08300	Q08300	CSS3_YEAST	CSS3 YOL159C	CSS3		YOL159C		Secreted protein CSS3 (Condition specific secretion protein 3)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	171				cell periphery [GO:0071944]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]											SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:11935221}. Secreted {ECO:0000269|PubMed:26928762}.					
SPGP0K00150	54.3106046459071	-1.09070790151623	0.239342102573951	-4.55710838079244	5.18626662617929e-06	2.4352789579534e-05	
SPGP0K00160	132.637669990816	-1.39914285246483	0.258909624411537	-5.40398162349073	6.51776248540147e-08	4.17109716950104e-07	
SPGP0K00170	94.7499993108493	-1.33273725375114	0.269467567358211	-4.94581691895965	7.58251988611096e-07	4.08571814971145e-06	
SPGP0K00190	320.670385089678	1.92270145656178	0.344009461952599	5.58909468840921	2.28256470380728e-08	1.54755542390925e-07	S_cerevisiae	SPGP0K00190	P0C155	P0C155	CBPS2_YEAST	YOL153C O0435/O0437/O0440			YOL153C	O0435/O0437/O0440	Putative carboxypeptidase YOL153C (EC 3.4.17.-)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	581	3.4.17.-		metal ion binding [GO:0046872]; metallocarboxypeptidase activity [GO:0004181]	integral component of membrane [GO:0016021]				COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250};  Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250};							SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.		"TRANSMEM 30..46;  /note=""Helical; Signal-anchor for type II membrane protein"";  /evidence=""ECO:0000255"""			
SPGP0K00210	458.401738076432	-2.1733654889051	0.190645205348367	-11.4000532294201	4.1786351745067e-30	2.47530561843695e-28	S_cerevisiae	SPGP0K00210	Q12068	Q12068	GRE2_YEAST	GRE2 YOL151W	GRE2		YOL151W		NADPH-dependent methylglyoxal reductase GRE2 (EC 1.1.1.283) (3-methylbutanal reductase) (EC 1.1.1.265) (Genes de respuesta a estres protein 2) (Isovaleraldehyde reductase)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342	1.1.1.283; 1.1.1.265	ergosterol metabolic process [GO:0008204]; filamentous growth [GO:0030447]; steroid biosynthetic process [GO:0006694]	3-beta-hydroxy-delta5-steroid dehydrogenase activity [GO:0003854]; 3-methylbutanol:NAD(P) oxidoreductase activity [GO:0046568]; methylglyoxal reductase (NADPH-dependent) activity [GO:0043892]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	FUNCTION: Catalyzes the irreversible reduction of the cytotoxic compound methylglyoxal (MG, 2-oxopropanal) to (S)-lactaldehyde as an alternative to detoxification of MG by glyoxalase I GLO1. MG is synthesized via a bypath of glycolysis from dihydroxyacetone phosphate and is believed to play a role in cell cycle regulation and stress adaptation. Also catalyzes the reduction of 3-methylbutanal to 3-methylbutanol. Acts as a suppressor of 3-methylbutanol-induced filamentation by modulating the levels of 3-methylbutanal, the signal to which cells respond by filamentation. Also involved in ergosterol metabolism. {ECO:0000269|PubMed:12722185, ECO:0000269|PubMed:16598690, ECO:0000269|PubMed:16999827, ECO:0000269|PubMed:3896793}.	CATALYTIC ACTIVITY: Reaction=(S)-lactaldehyde + NADP(+) = H(+) + methylglyoxal + NADPH; Xref=Rhea:RHEA:21748, ChEBI:CHEBI:15378, ChEBI:CHEBI:17158, ChEBI:CHEBI:18041, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.1.1.283; Evidence={ECO:0000269|PubMed:12722185, ECO:0000269|PubMed:16999827, ECO:0000269|PubMed:3896793}; CATALYTIC ACTIVITY: Reaction=3-methylbutanol + NADP(+) = 3-methylbutanal + H(+) + NADPH; Xref=Rhea:RHEA:18525, ChEBI:CHEBI:15378, ChEBI:CHEBI:15837, ChEBI:CHEBI:16638, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.1.1.265; Evidence={ECO:0000269|PubMed:16999827}; CATALYTIC ACTIVITY: Reaction=3-methylbutanol + NAD(+) = 3-methylbutanal + H(+) + NADH; Xref=Rhea:RHEA:18529, ChEBI:CHEBI:15378, ChEBI:CHEBI:15837, ChEBI:CHEBI:16638, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.1.1.265; Evidence={ECO:0000269|PubMed:16999827};				BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=5.88 mM for methylglyoxal {ECO:0000269|PubMed:3896793}; KM=1.54 mM for phenylglyoxal {ECO:0000269|PubMed:3896793}; KM=0.14 mM for 3-methylbutanal {ECO:0000269|PubMed:24879127}; KM=0.192 mM for 3-chloro-1-phenyl-1-propanol {ECO:0000269|PubMed:20111861, ECO:0000269|PubMed:20237665}; KM=4.33 mM for 2,5-hexanedione {ECO:0000269|PubMed:20111861, ECO:0000269|PubMed:20237665}; KM=10.48 mM for (2S,5S)-hexanediol {ECO:0000269|PubMed:20111861, ECO:0000269|PubMed:20237665}; KM=0.112 mM for NADPH {ECO:0000269|PubMed:20111861, ECO:0000269|PubMed:20237665}; Note=kcat is 31.3 min(-1) with 3-chloro-1-phenyl-1-propanol as substrate and 29.1 min(-1) for NADPH.;			BIOPHYSICOCHEMICAL PROPERTIES:  Temperature dependence: Optimum temperature is 40 degrees Celsius for 3-chloro-1-phenyl-1-propanol reduction, and 54 degrees Celsius for 2,5-hexanedione reduction, and 30 degrees Celsius for the reverse reaction. {ECO:0000269|PubMed:20111861, ECO:0000269|PubMed:20237665};	BIOPHYSICOCHEMICAL PROPERTIES:  pH dependence: Optimum pH is 7 for 2,5-hexanedione reduction, and 10 for the reverse reaction. {ECO:0000269|PubMed:20111861, ECO:0000269|PubMed:20237665};	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.			SUBUNIT: Monomer. {ECO:0000269|PubMed:20237665}.		
SPGP0K00220	367.371019159023	-1.17631048565384	0.13396896089432	-8.78047032537455	1.62792463062085e-18	3.69622887262095e-17	S_cerevisiae	SPGP0K00220	Q12517	Q12517	DCP1_YEAST	DCP1 YOL149W	DCP1		YOL149W		mRNA-decapping enzyme subunit 1	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	231		deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; deadenylation-independent decapping of nuclear-transcribed mRNA [GO:0031087]; mRNA processing [GO:0006397]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]	enzyme activator activity [GO:0008047]; enzyme regulator activity [GO:0030234]; mRNA binding [GO:0003729]	cytoplasm [GO:0005737]; cytoplasmic side of membrane [GO:0098562]; Dcp1-Dcp2 complex [GO:0098745]; nucleus [GO:0005634]; P-body [GO:0000932]	FUNCTION: Component of the decapping complex necessary for the degradation of mRNAs, both in normal mRNA turnover and in nonsense-mediated mRNA decay. Removes the 7-methyl guanine cap structure from mRNA molecules, yielding a 5'-phosphorylated mRNA fragment and 7m-GDP. Decapping is the major pathway of mRNA degradation in yeast. It occurs through deadenylation, decapping and subsequent 5' to 3' exonucleolytic decay of the transcript body. DCP1 is activated by the DEAD-box helicase DHH1 and destabilizes the eIF-4F cap-binding complex from the mRNA. {ECO:0000269|PubMed:10075882, ECO:0000269|PubMed:10101156, ECO:0000269|PubMed:10409716, ECO:0000269|PubMed:10508173, ECO:0000269|PubMed:10564284, ECO:0000269|PubMed:10944120, ECO:0000269|PubMed:11139489, ECO:0000269|PubMed:11741542, ECO:0000269|PubMed:12032091, ECO:0000269|PubMed:12054793, ECO:0000269|PubMed:12554866, ECO:0000269|PubMed:15024087, ECO:0000269|PubMed:8757137, ECO:0000269|PubMed:8816497, ECO:0000269|PubMed:9482745, ECO:0000269|PubMed:9482746}.										SUBCELLULAR LOCATION: Cytoplasm, P-body {ECO:0000269|PubMed:10761922, ECO:0000269|PubMed:12730603, ECO:0000269|PubMed:14562095}. Note=Is concentrated in several cytoplasmic foci called P bodies (or cytoplasmic processing bodies) which represent sites of mRNA decapping and 5' to 3' exonucleotidic decay.			SUBUNIT: Component of the decapping complex composed of DCP1 and DCP2. Interacts with mRNAs, DHH1, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, and the cap-binding proteins PAB1 and TIF4632/eIF-4G. {ECO:0000269|PubMed:10508173, ECO:0000269|PubMed:10761922, ECO:0000269|PubMed:10900456, ECO:0000269|PubMed:10944120, ECO:0000269|PubMed:11139489, ECO:0000269|PubMed:11741542, ECO:0000269|PubMed:11780629, ECO:0000269|PubMed:14758354}.	P53550; P39517; P39998; F4HZB2	
SPGP0K00350	280.742861649773	-1.49246319482843	0.233423427633631	-6.3938020701629	1.61810860681726e-10	1.44752581177137e-09	S_cerevisiae	SPGP0K00350	Q12471	Q12471	6P22_YEAST	PFK27 YOL136C	PFK27		YOL136C		6-phosphofructo-2-kinase 2 (6PF-2-K 2) (EC 2.7.1.105) (Phosphofructokinase 2 II)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	397	2.7.1.105	fructose 2,6-bisphosphate metabolic process [GO:0006003]; fructose metabolic process [GO:0006000]; regulation of glycolytic process [GO:0006110]	6-phosphofructo-2-kinase activity [GO:0003873]; ATP binding [GO:0005524]; fructose-2,6-bisphosphate 2-phosphatase activity [GO:0004331]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	FUNCTION: Synthesis of fructose 2,6-bisphosphate.	CATALYTIC ACTIVITY: Reaction=ATP + beta-D-fructose 6-phosphate = ADP + beta-D-fructose 2,6-bisphosphate + H(+); Xref=Rhea:RHEA:15653, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:57634, ChEBI:CHEBI:58579, ChEBI:CHEBI:456216; EC=2.7.1.105;														
SPGP0K00360	221.946846542103	-1.20615074900478	0.173072618351316	-6.96904432656379	3.19101157594956e-12	3.55278770763252e-11	S_cerevisiae	SPGP0K00360	Q08278	Q08278	MED7_YEAST	MED7 YOL135C	MED7		YOL135C		Mediator of RNA polymerase II transcription subunit 7 (Mediator complex subunit 7)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222		negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]	transcription coregulator activity [GO:0003712]	core mediator complex [GO:0070847]; mediator complex [GO:0016592]	FUNCTION: Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. The Mediator complex, having a compact conformation in its free form, is recruited to promoters by direct interactions with regulatory proteins and serves for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors. The Mediator complex unfolds to an extended conformation and partially surrounds RNA polymerase II, specifically interacting with the unphosphorylated form of the C-terminal domain (CTD) of RNA polymerase II. The Mediator complex dissociates from the RNA polymerase II holoenzyme and stays at the promoter when transcriptional elongation begins. {ECO:0000269|PubMed:11555651, ECO:0000269|PubMed:16076843, ECO:0000269|PubMed:16263706}.										SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16630888}.			SUBUNIT: Component of the Mediator complex, which is composed of at least 21 subunits that form three structurally distinct submodules. The Mediator head module contains MED6, MED8, MED11, SRB4/MED17, SRB5/MED18, ROX3/MED19, SRB2/MED20 and SRB6/MED22, the middle module contains MED1, MED4, NUT1/MED5, MED7, CSE2/MED9, NUT2/MED10, SRB7/MED21 and SOH1/MED31, and the tail module contains MED2, PGD1/MED3, RGR1/MED14, GAL11/MED15 and SIN4/MED16. The head and the middle modules interact directly with RNA polymerase II, whereas the elongated tail module interacts with gene-specific regulatory proteins. MED7 interacts directly with MED1, MED4 and SRB7/MED21. {ECO:0000269|PubMed:11555651, ECO:0000269|PubMed:15710619, ECO:0000269|PubMed:17192271}.	Q12321; Q12343; Q06213; P47822	
