""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0CZ02300	4712.09622011681	1.67502515106519	0.135889548985356	12.3263721424648	6.5322021654522e-35	1.76503158511532e-33	S_eubayanus	SPGP0CZ02300	XP_018221050.1	A0A0L8RG27	A0A0L8RG27_SACEU	DI49_3387				DI49_3387	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	569																				
SPGP0CZ02330	41.9980169860467	-1.08017968858828	0.35884184983498	-3.01018314637778	0.00261090203383585	0.00611128310402156	S_eubayanus	SPGP0CZ02330	XP_018221053.1	A0A0L8RFY2	A0A0L8RFY2_SACEU	DI49_3390				DI49_3390	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	726																				
SPGP0CZ02430	2001.84948962902	-1.49528970017028	0.147684338951405	-10.1249036342458	4.28400518209414e-24	5.89114462615059e-23	S_eubayanus	SPGP0CZ02430	XP_018221063.1	A0A0L8RFZ2	A0A0L8RFZ2_SACEU	DI49_3401				DI49_3401	SAP190-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1039		dephosphorylation [GO:0016311]; G1/S transition of mitotic cell cycle [GO:0000082]; regulation of phosphoprotein phosphatase activity [GO:0043666]; TOR signaling [GO:0031929]; tRNA wobble uridine modification [GO:0002098]	protein phosphatase binding [GO:0019903]																	
SPGP0CZ02500	405.277445433645	1.31946516550815	0.143145492055855	9.21765084291512	3.03680187921487e-20	3.28607566344551e-19	S_eubayanus	SPGP0CZ02500	XP_018221070.1	A0A0L8RG47	A0A0L8RG47_SACEU	DI49_3408				DI49_3408	SPC34-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	303		attachment of spindle microtubules to kinetochore [GO:0008608]; positive regulation of attachment of spindle microtubules to kinetochore [GO:0051987]; positive regulation of microtubule polymerization [GO:0031116]	microtubule plus-end binding [GO:0051010]	DASH complex [GO:0042729]; spindle microtubule [GO:0005876]																
SPGP0CZ02510	341.405077628489	1.5400768668084	0.167970231136531	9.16874886929565	4.7854062400374e-20	5.11236289759371e-19	S_eubayanus	SPGP0CZ02510	XP_018221071.1	A0A0L8RFX4	A0A0L8RFX4_SACEU	KAE1 DI49_3409	KAE1			DI49_3409	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein KAE1) (tRNA threonylcarbamoyladenosine biosynthesis protein KAE1)	unreviewed	Saccharomyces eubayanus (Yeast)	386	2.3.1.234	positive regulation of transcription by RNA polymerase II [GO:0045944]; telomere maintenance via recombination [GO:0000722]; tRNA threonylcarbamoyladenosine modification [GO:0002949]	chromatin DNA binding [GO:0031490]; metal ion binding [GO:0046872]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]	cytoplasm [GO:0005737]; EKC/KEOPS complex [GO:0000408]; nuclear chromatin [GO:0000790]	FUNCTION: Component of the EKC/KEOPS complex that is required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. The complex is probably involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37. KAE1 likely plays a direct catalytic role in this reaction, but requires other protein(s) of the complex to fulfill this activity. The EKC/KEOPS complex also promotes both telomere uncapping and telomere elongation. The complex is required for efficient recruitment of transcriptional coactivators. {ECO:0000256|HAMAP-Rule:MF_03180}.	CATALYTIC ACTIVITY: Reaction=adenosine(37) in tRNA + L-threonylcarbamoyladenylate = AMP + H(+) + N(6)-L-threonylcarbamoyladenosine(37) in tRNA; Xref=Rhea:RHEA:37059, Rhea:RHEA-COMP:10162, Rhea:RHEA-COMP:10163, ChEBI:CHEBI:15378, ChEBI:CHEBI:73682, ChEBI:CHEBI:74411, ChEBI:CHEBI:74418, ChEBI:CHEBI:456215; EC=2.3.1.234; Evidence={ECO:0000256|HAMAP-Rule:MF_03180};		COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000256|HAMAP-Rule:MF_03180};  Note=Binds 1 divalent metal cation per subunit. {ECO:0000256|HAMAP-Rule:MF_03180};							SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_03180}. Nucleus {ECO:0000256|HAMAP-Rule:MF_03180}.			SUBUNIT: Component of the EKC/KEOPS complex composed of at least BUD32, CGI121, GON7, KAE1 and PCC1; the whole complex dimerizes. {ECO:0000256|HAMAP-Rule:MF_03180}.		
SPGP0CZ02560	3197.62393976035	4.25962241485244	0.170332308111092	25.0077185126516	5.03886918352868e-138	4.65641901249885e-134	S_eubayanus	SPGP0CZ02560	XP_018221076.1	A0A0L8RFX9	A0A0L8RFX9_SACEU	DI49_3416				DI49_3416	UIP5-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	440				integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]													"TRANSMEM 393..416;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0CZ02570	35.5247882396385	1.10185333134755	0.337041724440933	3.269189692093	0.00107855967810422	0.00268868896287054	S_eubayanus	SPGP0CZ02570	XP_018221077.1	A0A0L8RFY5	A0A0L8RFY5_SACEU	DI49_3417				DI49_3417	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	191																				
SPGP0CZ02600	139.589372432791	-1.22627435608133	0.271968796130149	-4.50887886231808	6.51711051942956e-06	2.14934397965912e-05	S_eubayanus	SPGP0CZ02600	XP_018221080.1	A0A0L8RG57	A0A0L8RG57_SACEU	DI49_3420				DI49_3420	FMP46-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	133			oxidoreductase activity [GO:0016491]	mitochondrion [GO:0005739]																
SPGP0CZ02690	45.9694128864391	2.148412964568	0.259012014785736	8.29464596978348	1.08909069327513e-16	8.83607295571156e-16	S_eubayanus	SPGP0CZ02690	XP_018221089.1	A0A0L8RGN8	A0A0L8RGN8_SACEU	DI49_3429				DI49_3429	GLG1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	559		glycogen biosynthetic process [GO:0005978]	glycogenin glucosyltransferase activity [GO:0008466]																	
SPGP0CZ02710	1925.04906889632	-1.81182645402699	0.13666871570549	-13.2570679740002	4.10639181724659e-40	1.54256775541365e-38	S_eubayanus	SPGP0CZ02710	XP_018221091.1	A0A0L8RFZ3	A0A0L8RFZ3_SACEU	DI49_3431				DI49_3431	UTP30-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	274		maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]		90S preribosome [GO:0030686]; nucleolus [GO:0005730]																
SPGP0CZ02720	11240.5427712592	-1.10145932793501	0.146997634241522	-7.49304118816823	6.72957706983751e-14	4.5063783842296e-13	S_eubayanus	SPGP0CZ02720	XP_018221092.1	A0A0L8RFZ8	A0A0L8RFZ8_SACEU	DI49_3432				DI49_3432	KTR2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	425		cell wall mannoprotein biosynthetic process [GO:0000032]; protein N-linked glycosylation [GO:0006487]	mannosyltransferase activity [GO:0000030]	Golgi apparatus [GO:0005794]; membrane [GO:0016020]																
SPGP0CZ02730	1656.47447320925	1.99221564014891	0.128747389603192	15.4738332659718	5.21094692180206e-54	4.67518063149251e-52	S_eubayanus	SPGP0CZ02730	XP_018221093.1	A0A0L8RG16	A0A0L8RG16_SACEU	DI49_3433				DI49_3433	TFA2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	333		transcription initiation from RNA polymerase II promoter [GO:0006367]	RNA polymerase II complex binding [GO:0000993]; single-stranded DNA binding [GO:0003697]; TFIIH-class transcription factor complex binding [GO:0001097]	transcriptional preinitiation complex [GO:0097550]; transcription factor TFIIE complex [GO:0005673]																
SPGP0CZ02850	36.1224537767419	1.16816994076035	0.366384099192086	3.18837510507765	0.00143074802584209	0.00350425192335191	S_eubayanus	SPGP0CZ02850	XP_018221104.1	A0A0L8RGQ2	A0A0L8RGQ2_SACEU	DI49_3445				DI49_3445	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	306																				
SPGP0CZ02870	33.69093786445	1.41255780076241	0.460410553233554	3.06803958085178	0.00215468076740401	0.00512256366647298	S_eubayanus	SPGP0CZ02870	XP_018221106.1	A0A0L8RG04	A0A0L8RG04_SACEU	DI49_3447				DI49_3447	MSA2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	359		regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]																		
SPGP0CZ02930	402.089188529787	-1.21673768092014	0.144582222094545	-8.41554143582391	3.9108432790845e-17	3.29144833716028e-16	S_eubayanus	SPGP0CZ02930	XP_018221112.1	A0A0L8RG15	A0A0L8RG15_SACEU	DI49_3453				DI49_3453	DAD2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	133		attachment of spindle microtubules to kinetochore [GO:0008608]; mitotic cell cycle [GO:0000278]; positive regulation of attachment of spindle microtubules to kinetochore [GO:0051987]; positive regulation of microtubule polymerization [GO:0031116]	microtubule plus-end binding [GO:0051010]	DASH complex [GO:0042729]; mitotic spindle [GO:0072686]																
SPGP0CZ02940	1291.44521743447	-1.88597056319358	0.228881317599499	-8.23994978259295	1.72282950528893e-16	1.36658089771459e-15	S_eubayanus	SPGP0CZ02940	XP_018221113.1	A0A0L8RG35	A0A0L8RG35_SACEU	DI49_3454				DI49_3454	HBS1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	611		nonfunctional rRNA decay [GO:0070651]; nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]; positive regulation of translation [GO:0045727]; ribosome disassembly [GO:0032790]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; ribosome binding [GO:0043022]	Dom34-Hbs1 complex [GO:1990533]																
SPGP0CZ02950	4528.83284633164	-2.05436275256664	0.161139042630623	-12.7490068144182	3.15742170832779e-37	9.75843946710939e-36	S_eubayanus	SPGP0CZ02950	XP_018221114.1	A0A0L8RGQ9	A0A0L8RGQ9_SACEU	DI49_3455				DI49_3455	MRPL20-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	195			structural constituent of ribosome [GO:0003735]	mitochondrial large ribosomal subunit [GO:0005762]																
SPGP0CZ02960	1283.63874720983	-1.12303406186096	0.115970492179675	-9.68379146068486	3.53362870363733e-22	4.33080409155339e-21	S_eubayanus	SPGP0CZ02960	XP_018221115.1	A0A0L8RG93	A0A0L8RG93_SACEU	DI49_3456				DI49_3456	PRP16-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1076		generation of catalytic spliceosome for second transesterification step [GO:0000350]; RNA exon ligation [GO:0000378]; snRNA modification [GO:0040031]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]; RNA-dependent ATPase activity [GO:0008186]; second spliceosomal transesterification activity [GO:0000386]	U2-type catalytic step 2 spliceosome [GO:0071007]																
SPGP0CZ03050	16252.1192827753	2.24879413400324	0.204731429102455	10.9841177969693	4.55668642287387e-28	8.08221482414154e-27	S_eubayanus	SPGP0CZ03050	XP_018221123.1	A0A0L8RG46	A0A0L8RG46_SACEU	DI49_3464				DI49_3464	MLP1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1885		negative regulation of protein import into nucleus during spindle assembly checkpoint [GO:1901925]; nuclear retention of unspliced pre-mRNA at the site of transcription [GO:0071048]; poly(A)+ mRNA export from nucleus [GO:0016973]; protein import into nucleus [GO:0006606]; protein localization to nuclear pore [GO:0090204]; telomere tethering at nuclear periphery [GO:0034398]; transcriptional activation by promoter-terminator looping [GO:0090203]	ribonucleoprotein complex binding [GO:0043021]	nuclear pore nuclear basket [GO:0044615]; nucleoplasm [GO:0005654]; spindle pole body [GO:0005816]																
SPGP0CZ03120	165.02404058559	2.97614028320436	0.285208775434933	10.4349534079583	1.71697965884684e-25	2.60963964266508e-24	S_eubayanus	SPGP0CZ03120	XP_018221130.1	A0A0L8RGB0	A0A0L8RGB0_SACEU	DI49_3471				DI49_3471	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	651		chromatin silencing at silent mating-type cassette [GO:0030466]; establishment of chromatin silencing [GO:0006343]	chromatin binding [GO:0003682]	chromatin silencing complex [GO:0005677]																
SPGP0CZ03130	11.6042653546173	-1.38108578325195	0.614118618681439	-2.24889091657446	0.0245194370565138	0.0473332186837776	
SPGP0DB00170	481.788179022391	2.51917607457722	0.199408268852525	12.6332578336574	1.38426172765046e-36	4.12643955652192e-35	S_cerevisiae	SPGP0DB00170	P39113	P39113	CAT8_YEAST	CAT8 MSP8 YMR280C YM8021.06C	CAT8	MSP8	YMR280C	YM8021.06C	Regulatory protein CAT8	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1433		carbohydrate metabolic process [GO:0005975]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source [GO:0061414]; transcription, DNA-templated [GO:0006351]	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	FUNCTION: Activator of the gluconeogenic enzymes FBP1 and PCK1 genes.										SUBCELLULAR LOCATION: Nucleus.					
SPGP0DB00200	1008.61029921523	-1.10975548419017	0.129161543738967	-8.59199613185922	8.54712674037017e-18	7.68326830814793e-17	S_cerevisiae	SPGP0DB00200	Q03254	Q03254	FCP1_YEAST	FCP1 YMR277W YM8021.03	FCP1		YMR277W	YM8021.03	RNA polymerase II subunit A C-terminal domain phosphatase (EC 3.1.3.16) (CTD phosphatase FCP1)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	732	3.1.3.16	dephosphorylation of RNA polymerase II C-terminal domain [GO:0070940]; regulation of transcription by RNA polymerase II [GO:0006357]; response to oxidative stress [GO:0006979]	protein serine/threonine phosphatase activity [GO:0004722]; RNA polymerase II CTD heptapeptide repeat phosphatase activity [GO:0008420]	cytosol [GO:0005829]; nucleus [GO:0005634]	FUNCTION: Processively dephosphorylates 'Ser-2' and 'Ser-5' of the heptad repeats YSPTSPS in the C-terminal domain of the largest RNA polymerase II subunit (RPB1). This promotes the activity of RNA polymerase II. {ECO:0000269|PubMed:10445027}.	CATALYTIC ACTIVITY: Reaction=H2O + O-phospho-L-seryl-[protein] = L-seryl-[protein] + phosphate; Xref=Rhea:RHEA:20629, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15377, ChEBI:CHEBI:29999, ChEBI:CHEBI:43474, ChEBI:CHEBI:83421; EC=3.1.3.16; CATALYTIC ACTIVITY: Reaction=H2O + O-phospho-L-threonyl-[protein] = L-threonyl-[protein] + phosphate; Xref=Rhea:RHEA:47004, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15377, ChEBI:CHEBI:30013, ChEBI:CHEBI:43474, ChEBI:CHEBI:61977; EC=3.1.3.16;									SUBCELLULAR LOCATION: Nucleus.					
SPGP0DB00280	135.398413645908	-2.10632746297224	0.665692734853968	-3.16411364085911	0.00155556043848189	0.00378686354373317	S_cerevisiae	SPGP0DB00280	Q03525	Q03525	TMA23_YEAST	TMA23 YMR269W YM8156.11 YMR268W-A	TMA23		YMR269W	YM8156.11 YMR268W-A	Protein TMA23 (23 kDa translation machinery-associated protein)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	211		ribosomal small subunit biogenesis [GO:0042274]		nucleolus [GO:0005730]	FUNCTION: Trans-acting factors of the ribosome biogenesis process. {ECO:0000269|PubMed:17425675}.										SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17425675}.			SUBUNIT: Forms homooligomers. Associates with ribosomal complexes. {ECO:0000269|PubMed:17425675}.		
SPGP0DB00290	109.476149051225	-1.36029200462732	0.2094826881989	-6.49357718445807	8.3821789845884e-11	4.40112022707849e-10	S_cerevisiae	SPGP0DB00290	P49960	P49960	PRP24_YEAST	PRP24 YMR268C YM8156.10C	PRP24		YMR268C	YM8156.10C	U4/U6 snRNA-associated-splicing factor PRP24 (U4/U6 snRNP protein)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444		spliceosomal complex assembly [GO:0000245]; spliceosomal tri-snRNP complex assembly [GO:0000244]	RNA binding [GO:0003723]; snRNA binding [GO:0017069]; U6 snRNA binding [GO:0017070]	ribonucleoprotein complex [GO:1990904]; U6 snRNP [GO:0005688]	FUNCTION: Binds preferentially to the U4/U6 hybrid snRNAs. Can stimulate the annealing of U4 and U6. Could participate in both the formation and disassembly of the U4/U6 hybrid during splicing.										SUBCELLULAR LOCATION: Nucleus.				P47093	
SPGP0DB00360	1111.47007164272	1.98702726775245	0.154863837717769	12.8308021874913	1.1021704197346e-37	3.5365127947109e-36	S_cerevisiae	SPGP0DB00360	P38426	P38426	TPS3_YEAST	TPS3 YMR261C YM8156.03C	TPS3		YMR261C	YM8156.03C	Trehalose synthase complex regulatory subunit TPS3 (Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 115 kDa subunit)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1054		dephosphorylation [GO:0016311]; trehalose biosynthetic process [GO:0005992]; trehalose metabolism in response to stress [GO:0070413]	catalytic activity [GO:0003824]; enzyme regulator activity [GO:0030234]; identical protein binding [GO:0042802]	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming) [GO:0005946]; cytoplasm [GO:0005737]; cytosol [GO:0005829]	FUNCTION: Regulatory subunit of the trehalose synthase complex that catalyzes the production of trehalose from glucose-6-phosphate and UDP-glucose in a two step process. May stabilize the trehalose synthase complex. {ECO:0000269|PubMed:9194697}.										SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.			SUBUNIT: The trehalose synthase complex is composed of the two catalytic subunits TPS1 and TPS2 and at least one of the two regulatory subunits TPS3 or TSL1. {ECO:0000269|PubMed:9837904}.	Itself; Q00764; P31688	
SPGP0DB00370	170.737035526266	1.74045578296628	0.218186093923866	7.97693268010746	1.50014591348519e-15	1.12523120020427e-14	S_cerevisiae	SPGP0DB00370	P38912	P38912	IF1A_YEAST	TIF11 YMR260C YM8156.02C	TIF11		YMR260C	YM8156.02C	Eukaryotic translation initiation factor 1A (eIF-1A) (Eukaryotic translation initiation factor 4C) (eIF-4C)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	153		formation of cytoplasmic translation initiation complex [GO:0001732]; formation of translation preinitiation complex [GO:0001731]; translation reinitiation [GO:0002188]	double-stranded RNA binding [GO:0003725]; protein kinase binding [GO:0019901]; ribosomal small subunit binding [GO:0043024]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]	cytoplasmic stress granule [GO:0010494]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]	FUNCTION: Seems to be required for maximal rate of protein biosynthesis. Enhances ribosome dissociation into subunits and stabilizes the binding of the initiator Met-tRNA(I) to 40 S ribosomal subunits.															
SPGP0DB00380	2757.12760777726	-1.11068094621304	0.101140516927085	-10.9815628786411	4.68743197722538e-28	8.29819136044823e-27	S_cerevisiae	SPGP0DB00380	Q03496	Q03496	TR732_YEAST	TRM732 YMR259C YM8156.01C YM9920.13C	TRM732		YMR259C	YM8156.01C YM9920.13C	tRNA (cytidine(32)-2'-O)-methyltransferase non-catalytic subunit TRM732	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1420		tRNA methylation [GO:0030488]; wobble position ribose methylation [GO:0002130]		cytoplasm [GO:0005737]; cytosol [GO:0005829]	FUNCTION: Required together with TRM7 for the methylation of the 2'-O-ribose of cytidine at position 32 of the tRNA anticodon loop of tRNA(Phe) and tRNA(Leu(UAA)). {ECO:0000269|PubMed:22912484}.										SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.			SUBUNIT: Interacts with TRM7; for 2'-O-methylation of cytidine 32 in substrate tRNAs. {ECO:0000269|PubMed:22912484}.		
SPGP0DB00460	6486.20714830559	1.72453010545677	0.177377592368579	9.72236730935728	2.42086626550815e-22	2.98283002127478e-21	S_cerevisiae	SPGP0DB00460	Q04806	Q04806	GTO3_YEAST	GTO3 YMR251W YM9920.05	GTO3		YMR251W	YM9920.05	Glutathione S-transferase omega-like 3 (EC 2.5.1.18)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	366	2.5.1.18	glutathione metabolic process [GO:0006749]	glutathione transferase activity [GO:0004364]	cytoplasm [GO:0005737]	FUNCTION: Active as '1-Cys' thiol transferase against beta-hydroxyethyl disulfide (HED), as dehydroascorbate reductase and as dimethylarsinic acid reductase, while not active against the standard GST substrate 1-chloro-2,4-dinitrobenzene (CDNB). {ECO:0000269|PubMed:16709151}.	CATALYTIC ACTIVITY: Reaction=glutathione + RX = a halide anion + an S-substituted glutathione + H(+); Xref=Rhea:RHEA:16437, ChEBI:CHEBI:15378, ChEBI:CHEBI:16042, ChEBI:CHEBI:17792, ChEBI:CHEBI:57925, ChEBI:CHEBI:90779; EC=2.5.1.18; Evidence={ECO:0000269|PubMed:16709151};				BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=1.40 mM for reduced glutathione (GSH) {ECO:0000269|PubMed:16709151}; 					SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16936141}.					
SPGP0DB00470	426.016569997805	3.43364545123676	0.245066055619321	14.0111017927774	1.33320438108022e-44	6.5185934844245e-43	S_cerevisiae	SPGP0DB00470	Q04792	Q04792	DCE_YEAST	GAD1 YMR250W YM9920.04	GAD1		YMR250W	YM9920.04	Glutamate decarboxylase (GAD) (EC 4.1.1.15)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	585	4.1.1.15	cellular response to oxidative stress [GO:0034599]; glutamate catabolic process [GO:0006538]	glutamate decarboxylase activity [GO:0004351]; pyridoxal phosphate binding [GO:0030170]	cytoplasm [GO:0005737]; cytosol [GO:0005829]		CATALYTIC ACTIVITY: Reaction=H(+) + L-glutamate = 4-aminobutanoate + CO2; Xref=Rhea:RHEA:17785, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:29985, ChEBI:CHEBI:59888; EC=4.1.1.15;		COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000250}; 												
SPGP0DB00490	1874.51080844028	-1.10578995518415	0.131321383763169	-8.42048662218169	3.74923732848305e-17	3.16119545187152e-16	S_cerevisiae	SPGP0DB00490	P47912	P47912	LCF4_YEAST	FAA4 YMR246W YM9408.08	FAA4		YMR246W	YM9408.08	Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Fatty acid activator 4) (Long-chain acyl-CoA synthetase 4)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	694	6.2.1.3	long-chain fatty acid import into cell [GO:0044539]; long-chain fatty-acyl-CoA metabolic process [GO:0035336]; sphingoid long-chain base transport [GO:1905329]	acyl-CoA ligase activity [GO:0003996]; ATP binding [GO:0005524]; decanoate-CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; lipid droplet [GO:0005811]; plasma membrane [GO:0005886]	FUNCTION: Esterification, concomitant with transport, of exogenous long-chain fatty acids into metabolically active CoA thioesters for subsequent degradation or incorporation into phospholipids. Contributes, with FAA1, to the activation of imported myristate.	CATALYTIC ACTIVITY: Reaction=a long-chain fatty acid + ATP + CoA = a long-chain fatty acyl-CoA + AMP + diphosphate; Xref=Rhea:RHEA:15421, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57287, ChEBI:CHEBI:57560, ChEBI:CHEBI:83139, ChEBI:CHEBI:456215; EC=6.2.1.3;		COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; 												
SPGP0DB00520	854.703568308458	-1.16158866124831	0.156287823693483	-7.43236826642653	1.06670318062775e-13	7.00597305769796e-13	S_cerevisiae	SPGP0DB00520	P20107	P20107	ZRC1_YEAST	ZRC1 YMR243C YM9408.05C	ZRC1		YMR243C	YM9408.05C	Zinc/cadmium resistance protein	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	442		cellular zinc ion homeostasis [GO:0006882]; response to cadmium ion [GO:0046686]	zinc ion transmembrane transporter activity [GO:0005385]	cell [GO:0005623]; fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]	FUNCTION: Probably responsible for the uptake of zinc and cadmium ions.										SUBCELLULAR LOCATION: Mitochondrion membrane; Multi-pass membrane protein.		"TRANSMEM 10..26;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 42..58;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 80..96;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 113..129;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 240..256;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 270..286;  /note=""Helical"";  /evidence=""ECO:0000255"""		P53756	
